MySQL [soybase]> select QTLName,db_accn FROM qtl_xref_table WHERE db_id='TO';
+--------------------------------------+-------------+
| QTLName                              | db_accn     |
| Leaflet shape 6-10                   | TO:0000492  |
| Leaflet shape 6-9                    | TO:0000492  |
| Leaflet shape 6-8                    | TO:0000492  |
| Leaflet shape 6-7                    | TO:0000492  |
| Leaflet shape 6-6                    | TO:0000492  |
| Leaflet shape 6-5                    | TO:0000492  |
| Leaflet shape 6-4                    | TO:0000492  |
| Leaflet shape 6-3                    | TO:0000492  |
| Leaflet shape 6-2                    | TO:0000492  |
| Leaflet shape 6-1                    | TO:0000492  |
| Leaflet shape 7-16                   | TO:0000492  |
| Leaflet shape 7-15                   | TO:0000492  |
| Leaflet shape 7-14                   | TO:0000492  |
| Leaflet shape 7-13                   | TO:0000492  |
| Leaflet shape 7-12                   | TO:0000492  |
| Leaflet shape 7-11                   | TO:0000492  |
| Leaflet shape 7-10                   | TO:0000492  |
| Leaflet shape 7-9                    | TO:0000492  |
| Leaflet shape 7-8                    | TO:0000492  |
| Leaflet shape 7-7                    | TO:0000492  |
| Leaflet shape 7-6                    | TO:0000492  |
| Leaflet shape 7-5                    | TO:0000492  |
| Leaflet shape 7-4                    | TO:0000492  |
| Leaflet shape 7-3                    | TO:0000492  |
| Leaflet shape 7-2                    | TO:0000492  |
| Leaflet shape 7-1                    | TO:0000492  |
| Leaflet width 8-15                   | TO:0000370  |
| Leaflet width 8-14                   | TO:0000370  |
| Leaflet width 8-13                   | TO:0000370  |
| Leaflet width 8-12                   | TO:0000370  |
| Leaflet width 8-11                   | TO:0000370  |
| Leaflet width 8-10                   | TO:0000370  |
| Leaflet width 8-9                    | TO:0000370  |
| Leaflet width 8-8                    | TO:0000370  |
| Leaflet width 8-7                    | TO:0000370  |
| Leaflet width 8-6                    | TO:0000370  |
| Leaflet width 8-5                    | TO:0000370  |
| Leaflet width 8-4                    | TO:0000370  |
| Leaflet width 8-3                    | TO:0000370  |
| Leaflet width 8-2                    | TO:0000370  |
| Leaflet width 8-1                    | TO:0000370  |
| Leaflet width 9-7                    | TO:0000370  |
| Leaflet width 9-6                    | TO:0000370  |
| Leaflet width 9-5                    | TO:0000370  |
| Leaflet width 9-4                    | TO:0000370  |
| Leaflet width 9-3                    | TO:0000370  |
| Leaflet width 9-2                    | TO:0000370  |
| Leaflet width 9-1                    | TO:0000370  |
| Leaflet width 6-10                   | TO:0000370  |
| Leaflet width 6-9                    | TO:0000370  |
| Leaflet width 6-8                    | TO:0000370  |
| Leaflet width 6-7                    | TO:0000370  |
| Leaflet width 6-6                    | TO:0000370  |
| Leaflet width 6-5                    | TO:0000370  |
| Leaflet width 6-4                    | TO:0000370  |
| Leaflet width 6-3                    | TO:0000370  |
| Leaflet width 6-2                    | TO:0000370  |
| Leaflet width 6-1                    | TO:0000370  |
| Leaflet width 7-11                   | TO:0000370  |
| Leaflet width 7-10                   | TO:0000370  |
| Leaflet width 7-9                    | TO:0000370  |
| Leaflet width 7-8                    | TO:0000370  |
| Leaflet width 7-7                    | TO:0000370  |
| Leaflet width 7-6                    | TO:0000370  |
| Leaflet width 7-5                    | TO:0000370  |
| Leaflet width 7-4                    | TO:0000370  |
| Leaflet width 7-3                    | TO:0000370  |
| Leaflet width 7-2                    | TO:0000370  |
| Leaflet width 7-1                    | TO:0000370  |
| Leaflet length 8-15                  | TO:0000135  |
| Leaflet length 8-14                  | TO:0000135  |
| Leaflet length 8-13                  | TO:0000135  |
| Leaflet length 8-12                  | TO:0000135  |
| Leaflet length 8-11                  | TO:0000135  |
| Leaflet length 8-10                  | TO:0000135  |
| Leaflet length 8-9                   | TO:0000135  |
| Leaflet length 8-8                   | TO:0000135  |
| Leaflet length 8-7                   | TO:0000135  |
| Leaflet length 8-6                   | TO:0000135  |
| Leaflet length 8-5                   | TO:0000135  |
| Leaflet length 8-4                   | TO:0000135  |
| Leaflet length 8-3                   | TO:0000135  |
| Leaflet length 8-2                   | TO:0000135  |
| Leaflet length 8-1                   | TO:0000135  |
| Leaflet length 9-15                  | TO:0000135  |
| Leaflet length 9-14                  | TO:0000135  |
| Leaflet length 9-13                  | TO:0000135  |
| Leaflet length 9-12                  | TO:0000135  |
| Leaflet length 9-11                  | TO:0000135  |
| Leaflet length 9-10                  | TO:0000135  |
| Leaflet length 9-9                   | TO:0000135  |
| Leaflet length 9-8                   | TO:0000135  |
| Leaflet length 9-7                   | TO:0000135  |
| Leaflet length 9-6                   | TO:0000135  |
| Leaflet length 9-5                   | TO:0000135  |
| Leaflet length 9-4                   | TO:0000135  |
| Leaflet length 9-3                   | TO:0000135  |
| Leaflet length 9-2                   | TO:0000135  |
| Leaflet length 9-1                   | TO:0000135  |
| Leaflet length 6-4                   | TO:0000135  |
| Leaflet length 6-3                   | TO:0000135  |
| Leaflet length 6-2                   | TO:0000135  |
| Leaflet length 6-1                   | TO:0000135  |
| Leaflet length 7-12                  | TO:0000135  |
| Leaflet length 7-11                  | TO:0000135  |
| Leaflet length 7-10                  | TO:0000135  |
| Leaflet length 7-9                   | TO:0000135  |
| Leaflet length 7-8                   | TO:0000135  |
| Leaflet length 7-7                   | TO:0000135  |
| Leaflet length 7-6                   | TO:0000135  |
| Leaflet length 7-5                   | TO:0000135  |
| Leaflet length 7-4                   | TO:0000135  |
| Leaflet length 7-3                   | TO:0000135  |
| Leaflet length 7-2                   | TO:0000135  |
| Leaflet length 7-1                   | TO:0000135  |
| Plant height 19-5                    | TO:0000207  |
| Plant height 19-4                    | TO:0000207  |
| Plant height 19-3                    | TO:0000207  |
| Plant height 19-2                    | TO:0000207  |
| Plant height 19-1                    | TO:0000207  |
| Seed yield 17-5                      | TO:0000369  |
| Pod maturity 15-1                    | TO:0002633  |
| Pod maturity 15-2                    | TO:0002633  |
| Lodging 17-1                         | TO:0000068  |
| Seed linolenic 2-3                   | TO:0005005  |
| Seed linolenic 2-2                   | TO:0005005  |
| Seed linolenic 2-1                   | TO:0005005  |
| Seed linoleic 2-2                    | TO:0005001  |
| Seed linoleic 2-1                    | TO:0005001  |
| Seed oleic 2-2                       | TO:0005002  |
| Seed oleic 2-1                       | TO:0005002  |
| Seed stearic 2-2                     | TO:0005003  |
| Seed stearic 2-1                     | TO:0005003  |
| Seed palmitic 3-3                    | TO:0000604  |
| Seed palmitic 3-2                    | TO:0000604  |
| Seed palmitic 3-1                    | TO:0000604  |
| Seed phytate 1-2                     | TO:0000281  |
| Seed phytate 1-1                     | TO:0000281  |
| Seed glycitein 2-9                   | TO:0000290  |
| Seed glycitein 2-8                   | TO:0000290  |
| Seed glycitein 2-7                   | TO:0000290  |
| Seed glycitein 2-6                   | TO:0000290  |
| Seed glycitein 2-5                   | TO:0000290  |
| Seed glycitein 2-4                   | TO:0000290  |
| Seed glycitein 2-3                   | TO:0000290  |
| Seed glycitein 2-2                   | TO:0000290  |
| Seed glycitein 2-1                   | TO:0000290  |
| Seed genistein 2-7                   | TO:0000290  |
| Seed genistein 2-6                   | TO:0000290  |
| Seed genistein 2-5                   | TO:0000290  |
| Seed genistein 2-4                   | TO:0000290  |
| Seed genistein 2-3                   | TO:0000290  |
| Seed genistein 2-2                   | TO:0000290  |
| Seed genistein 2-1                   | TO:0000290  |
| Seed daidzein 2-7                    | TO:0000290  |
| Seed daidzein 2-6                    | TO:0000290  |
| Seed daidzein 2-5                    | TO:0000290  |
| Seed daidzein 2-4                    | TO:0000290  |
| Seed daidzein 2-3                    | TO:0000290  |
| Seed daidzein 2-2                    | TO:0000290  |
| Seed daidzein 2-1                    | TO:0000290  |
| Seed isoflavone 1-7                  | TO:0000290  |
| Seed isoflavone 1-6                  | TO:0000290  |
| Seed isoflavone 1-5                  | TO:0000290  |
| Seed isoflavone 1-4                  | TO:0000290  |
| Seed isoflavone 1-3                  | TO:0000290  |
| Seed isoflavone 1-2                  | TO:0000290  |
| Seed isoflavone 1-1                  | TO:0000290  |
| Leaflet shape 6-17                   | TO:0000492  |
| Leaflet shape 6-18                   | TO:0000492  |
| Leaflet shape 6-19                   | TO:0000492  |
| Leaflet shape 6-20                   | TO:0000492  |
| Leaflet shape 6-21                   | TO:0000492  |
| Leaflet shape 9-1                    | TO:0000492  |
| Leaflet shape 9-2                    | TO:0000492  |
| Leaflet shape 9-3                    | TO:0000492  |
| Leaflet shape 9-4                    | TO:0000492  |
| Leaflet shape 9-5                    | TO:0000492  |
| Leaflet shape 9-6                    | TO:0000492  |
| Leaflet shape 9-7                    | TO:0000492  |
| Leaflet shape 9-8                    | TO:0000492  |
| Leaflet shape 8-1                    | TO:0000492  |
| Leaflet shape 8-2                    | TO:0000492  |
| Leaflet shape 8-3                    | TO:0000492  |
| Leaflet shape 8-4                    | TO:0000492  |
| Leaflet shape 8-5                    | TO:0000492  |
| Leaflet shape 8-6                    | TO:0000492  |
| Leaflet shape 8-7                    | TO:0000492  |
| Leaflet shape 8-8                    | TO:0000492  |
| Leaflet shape 8-9                    | TO:0000492  |
| Leaflet shape 8-10                   | TO:0000492  |
| cqSCN-006                            | TO:0000384  |
| cqSCN-007                            | TO:0000384  |
| Al tolerance 2-1                     | TO:0000080  |
| Al tolerance 2-2                     | TO:0000080  |
| Al tolerance 2-3                     | TO:0000080  |
| Seed Trp 1-1                         | TO:0002674  |
| Seed Trp 1-2                         | TO:0002674  |
| Seed Trp 1-3                         | TO:0002674  |
| Seed Trp 1-4                         | TO:0002674  |
| Seed Trp 1-5                         | TO:0002674  |
| Seed Trp 1-6                         | TO:0002674  |
| Seed weight 20-1                     | TO:0000181  |
| Seed weight 20-2                     | TO:0000181  |
| Seed weight 20-3                     | TO:0000181  |
| Seed weight 20-4                     | TO:0000181  |
| Flower number 1-1                    | TO:0002736  |
| Flower number 1-2                    | TO:0002736  |
| Flower number 1-3                    | TO:0002736  |
| Flower number 1-4                    | TO:0002736  |
| Flower number 1-5                    | TO:0002736  |
| Flower number 1-6                    | TO:0002736  |
| Flower number 1-7                    | TO:0002736  |
| Flower number 1-8                    | TO:0002736  |
| Flower number 1-9                    | TO:0002736  |
| Flower number 1-10                   | TO:0002736  |
| Flower number 1-11                   | TO:0002736  |
| Flower number 1-12                   | TO:0002736  |
| Phytoph 5-1                          | TO:0000112  |
| Phytoph 5-2                          | TO:0000112  |
| Phytoph 5-3                          | TO:0000112  |
| pH sensitivity 1-1                   | TO:0000254  |
| pH sensitivity 1-2                   | TO:0000254  |
| pH sensitivity 1-3                   | TO:0000254  |
| pH sensitivity 1-4                   | TO:0000254  |
| Phytoph 6-1                          | TO:0000112  |
| Phytoph 6-2                          | TO:0000112  |
| Phytoph 6-3                          | TO:0000112  |
| Phytoph 6-4                          | TO:0000112  |
| Phytoph 6-5                          | TO:0000112  |
| Phytoph 6-6                          | TO:0000112  |
| Phytoph 6-7                          | TO:0000112  |
| Phytoph 6-8                          | TO:0000112  |
| Salt tolerance 3-1                   | TO:0006001  |
| Salt tolerance 3-2                   | TO:0006001  |
| Salt tolerance 3-3                   | TO:0006001  |
| Salt tolerance 3-4                   | TO:0006001  |
| Seed oil 24-1                        | TO:0000602  |
| Seed oil 24-2                        | TO:0000602  |
| Seed oil 24-3                        | TO:0000602  |
| Seed oil 24-4                        | TO:0000602  |
| Seed oil 24-5                        | TO:0000602  |
| Seed oil 24-6                        | TO:0000602  |
| Seed oil 24-7                        | TO:0000602  |
| Seed oil 24-8                        | TO:0000602  |
| Seed oil 24-9                        | TO:0000602  |
| Seed oil 24-10                       | TO:0000602  |
| Seed oil 24-11                       | TO:0000602  |
| Seed oil 24-12                       | TO:0000602  |
| Seed oil 24-13                       | TO:0000602  |
| Seed oil 24-14                       | TO:0000602  |
| Seed oil 24-15                       | TO:0000602  |
| Seed oil 24-16                       | TO:0000602  |
| Seed oil 24-17                       | TO:0000602  |
| Seed oil 24-18                       | TO:0000602  |
| Seed oil 24-19                       | TO:0000602  |
| Seed oil 24-20                       | TO:0000602  |
| Seed oil 24-21                       | TO:0000602  |
| Seed oil 24-22                       | TO:0000602  |
| Seed oil 24-23                       | TO:0000602  |
| Seed oil 24-24                       | TO:0000602  |
| Seed oil 24-25                       | TO:0000602  |
| Seed oil 24-26                       | TO:0000602  |
| Seed oil 24-27                       | TO:0000602  |
| Seed oil 24-28                       | TO:0000602  |
| Seed oil 24-29                       | TO:0000602  |
| Seed oil 24-30                       | TO:0000602  |
| Seed oil 24-31                       | TO:0000602  |
| Seed oil 24-32                       | TO:0000602  |
| Seed oil 24-33                       | TO:0000602  |
| Seed oil 24-34                       | TO:0000602  |
| Reproductive stage length 5-1        | TO:0000366  |
| Reproductive stage length 5-2        | TO:0000366  |
| Reproductive stage length 5-3        | TO:0000366  |
| Reproductive stage length 5-4        | TO:0000366  |
| Reproductive stage length 5-5        | TO:0000366  |
| Reproductive stage length 5-6        | TO:0000366  |
| Seed daidzein 3-1                    | TO:0000290  |
| Seed daidzein 3-2                    | TO:0000290  |
| Seed daidzein 3-3                    | TO:0000290  |
| Seed genistein 3-1                   | TO:0000290  |
| Seed genistein 3-2                   | TO:0000290  |
| Seed genistein 3-3                   | TO:0000290  |
| Seed genistein 3-4                   | TO:0000290  |
| Seed glycitein 3-1                   | TO:0000290  |
| Seed glycitein 3-2                   | TO:0000290  |
| Seed glycitein 3-3                   | TO:0000290  |
| Seed isoflavone 2-1                  | TO:0000290  |
| Seed isoflavone 2-2                  | TO:0000290  |
| Seed isoflavone 2-3                  | TO:0000290  |
| Seed isoflavone 2-4                  | TO:0000290  |
| Seed isoflavone 2-5                  | TO:0000290  |
| First flower 11-1                    | TO:0000366  |
| First flower 11-2                    | TO:0000366  |
| First flower 11-3                    | TO:0000366  |
| First flower 11-4                    | TO:0000366  |
| Pod maturity 17-1                    | TO:0002633  |
| Pod maturity 17-2                    | TO:0002633  |
| Pod maturity 17-3                    | TO:0002633  |
| Pod maturity 17-4                    | TO:0002633  |
| Pod maturity 17-5                    | TO:0002633  |
| Pod maturity 17-6                    | TO:0002633  |
| Pod maturity 17-7                    | TO:0002633  |
| Pod maturity 17-8                    | TO:0002633  |
| Pod maturity 17-9                    | TO:0002633  |
| Pod maturity 17-10                   | TO:0002633  |
| Pod maturity 17-11                   | TO:0002633  |
| Pod maturity 17-12                   | TO:0002633  |
| Pod maturity 17-13                   | TO:0002633  |
| Plant height 20-1                    | TO:0000207  |
| Plant height 20-2                    | TO:0000207  |
| Plant height 20-3                    | TO:0000207  |
| Plant height 20-4                    | TO:0000207  |
| Plant height 20-5                    | TO:0000207  |
| Plant height 20-6                    | TO:0000207  |
| Plant height 20-7                    | TO:0000207  |
| Plant height 20-8                    | TO:0000207  |
| Plant height 20-9                    | TO:0000207  |
| Plant height 20-10                   | TO:0000207  |
| Plant height 20-11                   | TO:0000207  |
| Plant height 20-12                   | TO:0000207  |
| Node number 1-1                      | TO:0000634  |
| Node number 1-2                      | TO:0000634  |
| Node number 1-3                      | TO:0000634  |
| Node number 1-4                      | TO:0000634  |
| Node number 1-5                      | TO:0000634  |
| Node number 1-6                      | TO:0000634  |
| Node number 1-7                      | TO:0000634  |
| Node number 1-8                      | TO:0000634  |
| Node number 1-9                      | TO:0000634  |
| Node number 1-10                     | TO:0000634  |
| Node number 1-11                     | TO:0000634  |
| Node number 1-12                     | TO:0000634  |
| Node number 1-13                     | TO:0000634  |
| Seed yield 18-1                      | TO:0000396  |
| Seed yield 18-2                      | TO:0000396  |
| Seed yield 18-3                      | TO:0000396  |
| Seed yield 18-4                      | TO:0000396  |
| Seed yield 18-5                      | TO:0000396  |
| Seed yield 18-6                      | TO:0000396  |
| Seed yield 18-7                      | TO:0000396  |
| Seed yield 18-8                      | TO:0000396  |
| Seed yield 18-9                      | TO:0000396  |
| Seed protein 25-1                    | TO:0000598  |
| Seed protein 25-2                    | TO:0000598  |
| Seed protein 25-3                    | TO:0000598  |
| Seed oil 25-1                        | TO:0000602  |
| Seed oil 25-2                        | TO:0000602  |
| Seed oil 25-3                        | TO:0000602  |
| Seed oil 25-4                        | TO:0000602  |
| Pod maturity 18-1                    | TO:0002633  |
| Pod maturity 18-2                    | TO:0002633  |
| Pod maturity 18-3                    | TO:0002633  |
| Pod maturity 18-4                    | TO:0002633  |
| Pod maturity 18-5                    | TO:0002633  |
| Pod maturity 18-6                    | TO:0002633  |
| Pod maturity 18-7                    | TO:0002633  |
| Pod maturity 18-8                    | TO:0002633  |
| Pod maturity 18-9                    | TO:0002633  |
| Pod maturity 18-10                   | TO:0002633  |
| Pod maturity 18-11                   | TO:0002633  |
| Plant height 21-1                    | TO:0000207  |
| Plant height 21-2                    | TO:0000207  |
| Plant height 21-3                    | TO:0000207  |
| Plant height 21-4                    | TO:0000207  |
| Plant height 21-5                    | TO:0000207  |
| Plant height 21-6                    | TO:0000207  |
| Plant height 21-7                    | TO:0000207  |
| Plant height 21-8                    | TO:0000207  |
| Lodging 18-1                         | TO:0000068  |
| Lodging 18-2                         | TO:0000068  |
| Lodging 18-3                         | TO:0000068  |
| Lodging 18-4                         | TO:0000068  |
| Lodging 18-5                         | TO:0000068  |
| Lodging 18-6                         | TO:0000068  |
| Lodging 18-7                         | TO:0000068  |
| Lodging 18-8                         | TO:0000068  |
| Node number 2-1                      | TO:0000634  |
| Node number 2-2                      | TO:0000634  |
| Node number 2-3                      | TO:0000634  |
| Node number 2-4                      | TO:0000634  |
| Node number 2-5                      | TO:0000634  |
| Node number 2-6                      | TO:0000634  |
| Node number 2-7                      | TO:0000634  |
| Node number 2-8                      | TO:0000634  |
| Node number 2-9                      | TO:0000634  |
| Node number 2-10                     | TO:0000634  |
| Pods per node 2-1                    | TO:0000396  |
| Pods per node 2-2                    | TO:0000396  |
| Pods per node 2-3                    | TO:0000396  |
| Pods per node 2-4                    | TO:0000396  |
| Pods per node 2-5                    | TO:0000396  |
| Pods per node 2-6                    | TO:0000396  |
| Seed yield 19-1                      | TO:0000396  |
| Seed yield 19-2                      | TO:0000396  |
| Seed yield 19-3                      | TO:0000396  |
| Seed yield 19-4                      | TO:0000396  |
| Seed yield 19-5                      | TO:0000396  |
| Seed yield 19-6                      | TO:0000396  |
| Seed yield 19-7                      | TO:0000396  |
| Seed protein 32-1                    | TO:0000598  |
| Seed oil 26-1                        | TO:0000602  |
| Seed yield 20-1                      | TO:0000396  |
| Seed yield 20-2                      | TO:0000396  |
| Seed fill 3-1                        | TO:0000373  |
| Pod maturity 20-1                    | TO:0002633  |
| Pod maturity 20-1                    | TO:0002633  |
| Pod maturity 20-2                    | TO:0002633  |
| Pod maturity 20-2                    | TO:0002633  |
| Lodging 19-1                         | TO:0000068  |
| Lodging 19-2                         | TO:0000068  |
| Lodging 19-3                         | TO:0000068  |
| Plant height 22-1                    | TO:0000207  |
| First flower 21-1                    | TO:0002616  |
| First flower 21-2                    | TO:0002616  |
| First flower 21-3                    | TO:0002616  |
| First flower 21-4                    | TO:0002616  |
| First flower 21-5                    | TO:0002616  |
| Plant height 23-1                    | TO:0000207  |
| Plant height 23-2                    | TO:0000207  |
| Plant height 23-3                    | TO:0000207  |
| Plant height 23-4                    | TO:0000207  |
| Plant height 23-5                    | TO:0000207  |
| Plant height 23-6                    | TO:0000207  |
| Plant height 23-7                    | TO:0000207  |
| Plant height 23-8                    | TO:0000207  |
| Lodging 20-1                         | TO:0000068  |
| Lodging 20-2                         | TO:0000068  |
| Lodging 20-3                         | TO:0000068  |
| Lodging 20-4                         | TO:0000068  |
| Lodging 20-5                         | TO:0000068  |
| Lodging 20-6                         | TO:0000068  |
| Lodging 20-7                         | TO:0000068  |
| Seed yield 21-1                      | TO:0000396  |
| Seed yield 21-2                      | TO:0000396  |
| Seed yield 21-3                      | TO:0000396  |
| Seed yield 21-4                      | TO:0000396  |
| Seed yield 21-5                      | TO:0000396  |
| Seed yield 21-6                      | TO:0000396  |
| Seed yield 21-7                      | TO:0000396  |
| Seed yield 21-8                      | TO:0000396  |
| Seed yield 21-9                      | TO:0000396  |
| Seed yield 21-10                     | TO:0000396  |
| Seed oil 27-1                        | TO:0000602  |
| Seed oil 27-2                        | TO:0000602  |
| Seed oil 27-3                        | TO:0000602  |
| Seed oil 27-4                        | TO:0000602  |
| Seed oil 27-5                        | TO:0000602  |
| Seed oil 27-6                        | TO:0000602  |
| Seed oil 27-7                        | TO:0000602  |
| Seed oil 27-8                        | TO:0000602  |
| Seed oil 27-9                        | TO:0000602  |
| Seed oil 27-10                       | TO:0000602  |
| Seed oil 27-11                       | TO:0000602  |
| Seed oil 27-12                       | TO:0000602  |
| Seed protein 26-1                    | TO:0000598  |
| Seed protein 26-2                    | TO:0000598  |
| Seed protein 26-3                    | TO:0000598  |
| Seed protein 26-4                    | TO:0000598  |
| Seed protein 26-5                    | TO:0000598  |
| Seed protein 26-6                    | TO:0000598  |
| Seed protein 26-7                    | TO:0000598  |
| Seed protein 26-8                    | TO:0000598  |
| Seed protein 26-9                    | TO:0000598  |
| Seed protein 26-10                   | TO:0000598  |
| Seed protein 26-11                   | TO:0000598  |
| Seed protein 26-12                   | TO:0000598  |
| Seed protein 26-13                   | TO:0000598  |
| Seed protein 26-14                   | TO:0000598  |
| Seed palmitic 4-1                    | TO:0000491  |
| Seed palmitic 4-2                    | TO:0000491  |
| Seed palmitic 4-3                    | TO:0000491  |
| Seed palmitic 4-4                    | TO:0000491  |
| Seed palmitic 4-5                    | TO:0000491  |
| Seed palmitic 4-6                    | TO:0000491  |
| Seed palmitic 4-7                    | TO:0000491  |
| Seed stearic 3-1                     | TO:0000491  |
| Seed stearic 3-2                     | TO:0000491  |
| Seed stearic 3-3                     | TO:0000491  |
| Seed stearic 3-4                     | TO:0000491  |
| Seed oleic 3-1                       | TO:0005002  |
| Seed oleic 3-2                       | TO:0005002  |
| Seed oleic 3-3                       | TO:0005002  |
| Seed oleic 3-4                       | TO:0005002  |
| Seed linoleic 3-1                    | TO:0005001  |
| Seed linoleic 3-2                    | TO:0005001  |
| Seed linoleic 3-3                    | TO:0005001  |
| Seed linoleic 3-4                    | TO:0005001  |
| Seed linoleic 3-5                    | TO:0005001  |
| Seed linolenic 3-1                   | TO:0005005  |
| Seed linolenic 3-2                   | TO:0005005  |
| Seed linolenic 3-3                   | TO:0005005  |
| Seed yield 22-1                      | TO:0000396  |
| Seed yield 22-2                      | TO:0000396  |
| Seed yield 22-3                      | TO:0000396  |
| Seed yield 22-4                      | TO:0000396  |
| Seed yield 22-5                      | TO:0000396  |
| Seed yield 22-6                      | TO:0000396  |
| Seed yield 22-7                      | TO:0000396  |
| Seed yield 22-8                      | TO:0000396  |
| Seed yield 22-9                      | TO:0000396  |
| Seed yield 22-10                     | TO:0000396  |
| Seed yield 22-11                     | TO:0000396  |
| Seed yield 22-12                     | TO:0000396  |
| Seed yield 22-13                     | TO:0000396  |
| Seed yield 22-14                     | TO:0000396  |
| Seed yield 22-15                     | TO:0000396  |
| Seed yield 22-16                     | TO:0000396  |
| Seed yield 22-17                     | TO:0000396  |
| Seed yield 22-18                     | TO:0000396  |
| Seed yield 22-19                     | TO:0000396  |
| Drought index 1-1                    | TO:0000155  |
| Drought index 1-2                    | TO:0000155  |
| Drought index 1-3                    | TO:0000155  |
| Drought index 1-4                    | TO:0000155  |
| Drought index 1-5                    | TO:0000155  |
| Drought index 1-6                    | TO:0000155  |
| Drought index 1-7                    | TO:0000155  |
| Drought index 1-8                    | TO:0000155  |
| Drought index 1-9                    | TO:0000155  |
| Drought index 1-10                   | TO:0000155  |
| Seed yield 23-4                      | TO:0000396  |
| Seed sucrose 2-11                    | TO:0000328  |
| Seed sucrose 2-9                     | TO:0000328  |
| Seed yield 23-2                      | TO:0000396  |
| Seed oligosaccharide 1-2             | TO:0006003  |
| Seed yield 23-6                      | TO:0000396  |
| Seed weight 25-3                     | TO:0000181  |
| Plant height 25-4                    | TO:0000207  |
| Seed yield 23-12                     | TO:0000396  |
| Node number 3-6                      | TO:0000634  |
| First flower 13-10                   | TO:0000344  |
| Pod maturity 19-7                    | TO:0002633  |
| Seed yield 23-8                      | TO:0000396  |
| Seed weight per plant 1-5            | TO:0000449  |
| Plant height 24-5                    | TO:0000207  |
| Branching 1-3                        | TO:0002639  |
| Pod maturity 21-4                    | TO:0000469  |
| Branching 1-6                        | TO:0002639  |
| Seed weight per plant 1-7            | TO:0000449  |
| Leaflet width 10-1                   | TO:000370   |
| Branching 1-1                        | TO:0002639  |
| Plant height 24-7                    | TO:0000207  |
| First flower 13-6                    | TO:0000344  |
| Pod maturity 19-5                    | TO:0002633  |
| Seed weight 25-6                     | TO:0000181  |
| Lodging 21-1                         | TO:0000068  |
| Seed oligosaccharide 1-3             | TO:0006003  |
| Seed oligosaccharide 1-7             | TO:0006003  |
| Seed protein 27-4                    | TO:0000598  |
| Seed yield 23-15                     | TO:0000396  |
| Leaflet width 10-3                   | TO:000370   |
| Lodging 21-3                         | TO:0000068  |
| Seed sucrose 2-1                     | TO:0000328  |
| Seed yield 23-9                      | TO:0000396  |
| Plant height 24-8                    | TO:0000207  |
| Seed sucrose 2-2                     | TO:0000328  |
| Lodging 21-2                         | TO:0000068  |
| Node number 3-1                      | TO:0000634  |
| Node number 3-7                      | TO:0000634  |
| Plant height 25-6                    | TO:0000207  |
| Flood tolerance 3-1                  | TO:0000114  |
| Plant height 24-1                    | TO:0000207  |
| Phytoph 7-1                          | TO:0000439  |
| Seed protein 27-5                    | TO:0000598  |
| First flower 13-4                    | TO:0000344  |
| Seed oil plus protein 1-3            | TO:0000604  |
| Seed oil plus protein 1-3            | TO:0000598  |
| Seed hardness 1-2                    | TO:0020016  |
| First flower 13-5                    | TO:0000344  |
| Seed sucrose 2-7                     | TO:0000328  |
| Seed oligosaccharide 1-5             | TO:0006003  |
| Pod maturity 19-8                    | TO:0002633  |
| Seed yield 23-11                     | TO:0000396  |
| Seed weight per plant 1-4            | TO:0000449  |
| Node number 3-4                      | TO:0000634  |
| Pod maturity 19-3                    | TO:0002633  |
| Plant height 25-1                    | TO:0000207  |
| Seed weight 25-4                     | TO:0000181  |
| Seed protein 27-1                    | TO:0000598  |
| SDS 9-1                              | TO:0000439  |
| Seed weight 25-2                     | TO:0000181  |
| Seed sucrose 2-5                     | TO:0000328  |
| Plant height 24-3                    | TO:0000207  |
| Seed yield 23-3                      | TO:0000396  |
| First flower 13-2                    | TO:0000344  |
| Seed weight 25-5                     | TO:0000181  |
| Seed oil plus protein 1-1            | TO:0000604  |
| Seed oil plus protein 1-1            | TO:0000598  |
| Pod maturity 21-2                    | TO:0000469  |
| Node number 3-3                      | TO:0000634  |
| First flower 13-7                    | TO:0000344  |
| Seed weight per plant 1-2            | TO:0000449  |
| Seed oil 28-2                        | TO:0000604  |
| Seed yield 23-5                      | TO:0000396  |
| Seed weight 25-7                     | TO:0000181  |
| Leaflet length 10-2                  | TO:0000135  |
| Pod dehiscence 2-1                   | TO:0002633  |
| Seed oligosaccharide 1-1             | TO:0006003  |
| Pod maturity 19-1                    | TO:0002633  |
| Plant height 24-4                    | TO:0000207  |
| Branching 1-5                        | TO:0002639  |
| Seed yield 23-7                      | TO:0000396  |
| Seed sucrose 2-8                     | TO:0000328  |
| Seed yield 23-10                     | TO:0000396  |
| Plant height 24-6                    | TO:0000207  |
| Seed weight per plant 1-1            | TO:0000449  |
| Pod maturity 21-1                    | TO:0000469  |
| Plant height 25-5                    | TO:0000207  |
| Plant height 24-2                    | TO:0000207  |
| Branching 1-7                        | TO:0002639  |
| Pod maturity 19-6                    | TO:0002633  |
| Seed yield 23-1                      | TO:0000396  |
| Seed weight per plant 1-6            | TO:0000449  |
| Seed oligosaccharide 1-8             | TO:0006003  |
| Seed yield 23-13                     | TO:0000396  |
| Pod number 2-1                       | TO:0000371  |
| Seed oil plus protein 1-2            | TO:0000604  |
| Seed oil plus protein 1-2            | TO:0000598  |
