QTLID	QTLName	LocusName
662	Sclero 3-18	Satt123
662	Sclero 3-18	Satt477
663	Sclero 3-19	Sat_109
663	Sclero 3-19	Satt243
664	Sclero 4-1	Satt129
664	Sclero 4-1	Satt147
665	Sclero 4-2	Satt301
665	Sclero 4-2	Satt543
666	Sclero 4-3	OP_M12b
667	Sclero 4-4	Satt114
668	Sclero 4-5	Satt394
669	Sclero 4-6	Satt191
670	Sclero 4-7	Satt273
671	Sclero 4-8	Satt143
672	Sclero 4-9	Satt009
673	Sclero 4-10	Satt123
673	Sclero 4-10	Satt477
674	Sclero 4-11	Sat_109
675	Sclero 5-1	Satt424
676	Sclero 5-2	Satt070
677	Sclero 5-3	Satt129
677	Sclero 5-3	Satt147
678	Sclero 5-4	Satt459
679	Sclero 5-5	OP_M12b
680	Sclero 5-6	Satt114
681	Sclero 5-7	Satt335
681	Sclero 5-7	Satt510
682	Sclero 5-8	Satt394
683	Sclero 5-9	Satt191
683	Sclero 5-9	Satt472
684	Sclero 5-10	Satt273
685	Sclero 5-11	Sat_134
685	Sclero 5-11	Satt143
686	Sclero 5-12	Satt481
687	Sclero 5-13	Satt009
688	Sclero 5-14	Satt478
689	Sclero 5-15	Satt477
690	Sclero 5-16	Sat_109
690	Sclero 5-16	Satt243
691	Sclero 6-1	Satt545
692	Sclero 6-2	Satt424
693	Sclero 6-3	Satt459
694	Sclero 6-4	Satt256
695	Sclero 6-5	Satt114
696	Sclero 6-6	Satt510
697	Sclero 6-7	Satt191
698	Sclero 6-8	Satt143
699	Sclero 6-9	Satt481
700	Sclero 6-10	Satt009
701	Sclero 6-11	Satt478
702	Sclero 6-12	Satt477
703	Sclero 6-13	Sat_108
703	Sclero 6-13	Sat_109
703	Sclero 6-13	Satt243
704	SCN 1-1	A085_1
705	SCN 1-2	B032_1
706	SCN 1-3	K069_1
707	SCN 2-1	A006_1
708	SCN 2-2	A567_1
709	SCN 2-3	A487_1
710	SCN 2-4	A112_1
711	SCN 3-1	I
712	SCN 3-2	PHP05219a
712	SCN 3-2	PHP05354a
713	SCN 3-3	PHP02275a
713	SCN 3-3	PHP02301a
714	SCN 4-1	C006_1
715	SCN 4-2	A378_1
716	SCN 4-3	A280_1
717	SCN 4-4	Bng122_1
717	SCN 4-4	C006_1
718	SCN 5-1	C006_1
719	SCN 5-2	B032_1
720	SCN 5-3	Bng122_1
720	SCN 5-3	C006_1
721	SCN 6-1	C006_1
722	SCN 6-2	Bng122_1
722	SCN 6-2	C006_1
723	SCN 7-1	Bng122_1
723	SCN 7-1	C006_1
724	SCN 8-1	OG13_490
725	SCN 8-2	Bng122_1
726	SCN 8-3	OI03_450
727	SCN 8-4	OW15_400
728	SCN 8-5	BLT065_1
729	SCN 9-1	A136_1
730	SCN 9-2	I
731	SCN 9-3	S07a
732	SCN 9-4	E01c
733	SCN 9-5	G15d
734	SCN 9-6	A635_1
735	SCN 10-1	A593_1
736	SCN 10-2	A018_3
737	SCN 10-3	T005_1
738	SCN 10-4	B072_1
739	SCN 10-5	K014_1
740	SCN 11-1	B072_1
741	SCN 11-2	K014_1
742	SCN 11-3	T005_1
743	SCN 12-1	K011_1
744	SCN 12-2	A963_1
745	SCN 13-1	Satt038
746	SCN 13-2	BLT065_1
747	SCN 14-1	Bng122_1
748	SCN 14-2	Satt309
749	SCN 15-1	A112_1
749	SCN 15-1	B053_1
750	SCN 16-1	Satt082
751	SCN 17-1	Sat_123
751	SCN 17-1	Satt583
752	SCN 17-2	A329_1
752	SCN 17-2	Satt168
753	SCN 17-3	Satt202
753	SCN 17-3	Satt371
754	SCN 17-4	A096_3
754	SCN 17-4	Satt130
755	SCN 18-1	A262_1
755	SCN 18-1	Satt300
756	SCN 18-2	Sat_123
756	SCN 18-2	Satt583
757	SCN 18-3	A463_1
757	SCN 18-3	Satt396
758	SCN 18-4	A656_1
758	SCN 18-4	Satt452
759	SCN 18-5	A096_3
759	SCN 18-5	Satt130
760	SCN 19-1	K400_2
760	SCN 19-1	T155_2
761	SCN 19-2	A329_1
761	SCN 19-2	Satt168
762	SCN 19-3	A398_1
762	SCN 19-3	K478_1
763	SCN 19-4	Satt012
763	SCN 19-4	Satt130
764	SCN 20-1	Sat_123
764	SCN 20-1	Satt583
765	SCN 20-2	Satt202
765	SCN 20-2	Satt371
766	SCN 20-3	A398_1
766	SCN 20-3	K478_1
767	SCN 20-4	Satt012
767	SCN 20-4	Satt199
768	SCN 21-1	A059_1
768	SCN 21-1	A463_1
769	SCN 21-2	A398_1
769	SCN 21-2	K478_1
770	SCN 21-3	A656_1
770	SCN 21-3	Satt452
771	SCN 22-1	A121_1
772	SCN 22-2	A245_2
773	SCN 22-3	Satt598
774	SCN 23-1	A006_1
774	SCN 23-1	Satt583
775	SCN 23-2	B132_4
775	SCN 23-2	Satt372
776	SCN 23-3	B053_1
776	SCN 23-3	Satt309
777	SCN 24-1	A006_1
777	SCN 24-1	Satt583
778	SCN 24-2	B053_1
778	SCN 24-2	Satt309
779	SCN 25-1	A135_3
779	SCN 25-1	Satt231
780	SCN 25-2	B053_1
780	SCN 25-2	Satt309
781	SCN 26-1	A006_1
781	SCN 26-1	A118_1
782	SCN 26-2	Satt342
782	SCN 26-2	Satt368
783	SCN 26-3	B053_1
783	SCN 26-3	Satt309
784	SCN 27-1	E(ATG)M(CGA)87
785	SCN 27-2	E(CCG)M(AAC)405
786	Seed abortion 1-1	G214_10
786	Seed abortion 1-1	Satt384
787	Seed abortion 1-2	Satt150
787	Seed abortion 1-2	Satt567
788	Seed abortion 1-3	A186_1
788	Seed abortion 1-3	SOYHSP176
789	Seed abortion 1-4	R079_1
789	Seed abortion 1-4	Satt567
790	Seed abortion 1-5	A186_1
790	Seed abortion 1-5	Sat_133
791	Seed abortion 1-6	Satt050
791	Seed abortion 1-6	T153_3
792	Seed abortion 1-7	Sat_039
792	Seed abortion 1-7	Sat_133
793	Seed abortion 1-8	A426_1
793	Seed abortion 1-8	Satt291
794	Seed abortion 1-9	A063_1
794	Seed abortion 1-9	N
795	Seed fill 1-1	A111_1
796	Seed fill 2-1	A397_1
796	Seed fill 2-1	BLT029_1
797	Seed fill 2-2	A584_3
797	Seed fill 2-2	R079_1
798	Seed number 1-1	R079_1
799	Seed number 1-2	A109_2
800	Seed set 1-1	Satt329
800	Seed set 1-1	Satt508
801	Seed set 1-2	Sat_039
801	Seed set 1-2	Sat_133
802	Seed set 1-3	R045_1
802	Seed set 1-3	Sct_033
803	Seed set 1-4	G173_1
803	Seed set 1-4	Sat_099
804	Seed set 1-5	K001_1
804	Seed set 1-5	Satt578
805	Seed set 1-6	G214_19
805	Seed set 1-6	Satt445
806	Seed set 1-7	Satt150
806	Seed set 1-7	Satt567
807	Seed set 1-8	L050_8
807	Seed set 1-8	Sat_113
808	Seed set 1-9	A063_1
808	Seed set 1-9	N
809	Seed set 1-10	Satt244
809	Seed set 1-10	Sct_001
810	Seed weight 1-1	K443_2
811	Seed weight 1-2	A262_4
812	Seed weight 1-3	T155_1
813	Seed weight 2-1	A059_1
814	Seed weight 2-2	A635_1
815	Seed weight 2-3	BLT049_5
816	Seed weight 2-4	BLT025_1
817	Seed weight 2-5	B031_2
818	Seed weight 2-6	B166_1
819	Seed weight 2-7	K003_1
820	Seed weight 3-1	A257_1
821	Seed weight 3-2	K002_1
822	Seed weight 3-3	A235_1
823	Seed weight 3-4	A199_1
824	Seed weight 3-5	Dt1
825	Seed weight 3-6	EV2_1
826	Seed weight 3-7	cr529_1
827	Seed weight 3-8	cr395_1
828	Seed weight 3-9	cr235_1
829	Seed weight 4-1	A118_1
830	Seed weight 4-2	A816_1
831	Seed weight 4-3	A023_1
832	Seed weight 4-4	K384_1
833	Seed weight 4-5	T153_1
834	Seed weight 4-6	K385_1
835	Seed weight 5-1	Satt527
836	Seed weight 5-2	L192_1
837	Seed weight 6-1	G214_26
838	Seed weight 6-2	Satt187
839	Seed weight 6-3	T028_1
840	Seed weight 6-4	Satt449
841	Seed weight 6-5	Satt277
842	Seed weight 6-6	L050_14
843	Seed weight 6-7	K001_1
844	Seed weight 7-1	Satt508
845	Seed weight 7-2	Satt163
846	Seed weight 7-3	Satt174
847	Seed weight 7-4	Sat_036
848	Seed weight 7-5	L199_2
849	Seed weight 7-6	Satt150
850	Seed weight 7-7	Sat_099
851	Seed weight 8-1	A144_1
852	Seed weight 9-1	A515_1
853	Seed weight 10-1	Satt200
854	Seed weight 10-2	Satt470
855	Seed weight 10-3	Sat_095
856	Seed weight 10-4	BLT057_2
857	Seed weight 10-5	L199_2
858	Seed weight 10-6	Satt343
859	Seed weight 10-7	K265_1
860	Seed weight 10-8	Satt163
861	Seed weight 10-9	Satt517
862	Seed weight 10-10	Satt102
863	Seed weight 10-11	Satt590
864	Seed weight 11-1	A089_2
865	Seed weight 11-2	A069_2
866	Seed weight 11-3	cr321_2
867	Seed weight 11-4	A235_1
868	Seed weight 12-1	Satt210
869	Seed weight 12-2	Satt219
870	Seed weight 12-3	Satt229
871	Seed weight 12-4	Satt306
872	Seed weight 12-5	Satt313
873	Seed weight 12-6	Satt358
874	Seed weight 12-7	Satt477
875	Seed weight 12-8	Satt562
876	Seed weight 13-1	Satt187
877	Seed weight 13-2	Satt304
878	Seed weight 13-3	Satt070
879	Seed weight 13-4	Satt565
880	Seed weight 13-5	Satt154
881	Seed weight 13-6	Satt114
882	Seed weight 13-7	Sctt009
883	Seed weight 13-8	Satt302
884	Seed weight 13-9	Satt006
885	Seed weight 13-10	Satt143
886	Seed weight 13-11	Satt336
887	Seed weight 14-1	Satt014
888	Seed yield 1-1	A109_2
888	Seed yield 1-1	A397_1
889	Seed yield 1-2	A584_3
889	Seed yield 1-2	R079_1
890	Seed yield 2-1	A060_2
891	Seed yield 2-2	A397_1
892	Seed yield 3-1	R079_1
893	Seed yield 3-2	Satt079
894	Seed yield 3-3	A6b
895	Seed yield 4-1	OC01_650
896	Seed yield 5-1	Satt277
897	Seed yield 5-2	Satt002
898	Seed yield 5-3	Satt144
899	Seed yield 6-1	Satt150
900	Seed yield 7-1	B172_2
900	Seed yield 7-1	Satt277
901	Seed yield 8-1	Satt561
902	Seed yield 8-2	Satt507
903	Seed yield 9-1	Satt127
904	Seed yield 10-1	A688_1
905	Seed yield 11-1	Satt281
906	Seed yield 11-2	Satt205
907	Seed yield 11-3	Sat_074
908	Seed yield 11-4	Satt314
909	Seed yield 11-5	G815_1
910	Seed yield 11-6	Dt1
911	Seed yield 11-7	Satt150
912	Seed yield 12-1	Satt167
912	Seed yield 12-1	Satt337
913	Seed yield 12-2	Satt294
914	Seed yield 12-3	Satt440
915	Seed yield 13-1	Satt326
915	Seed yield 13-1	Satt337
916	Seed yield 13-2	Satt539
917	Seed yield 14-1	Satt239
917	Seed yield 14-1	Satt496
918	SDS 1-1	OO05_250
919	SDS 1-2	OC01_650
920	SDS 1-3	K455_1
921	SDS 1-4	OF04_1600
922	SDS 2-1	OG13_490
923	SDS 2-2	OI03_450
924	SDS 2-3	OE04_450
925	SDS 2-4	OE02_1000
926	SDS 2-5	OO05_250
927	SDS 2-6	K455_1
928	SDS 2-7	OC01_650
929	SDS 2-8	OF04_1600
930	SDS 3-1	OG13_490
931	SDS 3-2	OI03_450
932	SDS 3-3	OE02_1000
933	SDS 3-4	OE04_450
934	SDS 4-1	OI03_512
935	SDS 4-2	K455_1
936	SDS 4-3	Bng122_1
936	SDS 4-3	OI03_512
937	SDS 5-1	Satt038
938	SDS 5-2	BLT065_1
939	SDS 6-1	Bng122_1
940	SDS 6-2	Satt309
941	SDS 7-1	Satt214
942	SDS 7-2	Satt309
943	SDS 7-3	Satt570
944	SDS 7-4	OE02_1000
945	SDS 7-5	Satt371
946	SDS 7-6	Satt354
947	SDS 8-1	Satt163
948	SDS 8-2	Satt307
949	SDS 8-3	Satt080
950	SDS 8-4	OG01
951	Leaflet weight, specific 1-1	BLT043_1
952	Leaflet weight, specific 1-2	A122_1
953	Leaflet weight, specific 1-3	A381_1
954	Leaflet weight, specific 1-4	EV2_1
955	Leaflet weight, specific 1-5	A489_1
956	Leaflet weight, specific 1-6	gc409_2
957	Sprout yield 1-1	A089_2
958	Sprout yield 1-2	L154_1
959	Sprout yield 1-3	A668_1
960	Sprout yield 1-4	B046_1
961	Seed stearic 1-1	A233_1
962	Stem diameter, main 1-1	G173_1
963	Stem diameter, main 1-2	K385_1
964	Stem diameter, main 1-3	R201_1
965	Stem length, main 1-1	K018_1
966	Seed sucrose 1-1	A487_1
967	Seed sucrose 1-2	A136_1
968	Seed sucrose 1-3	T153_1
969	Seed sucrose 1-4	A144_1
970	Seed sucrose 1-5	A186_1
971	Seed sucrose 1-6	A023_1
972	Seed sucrose 1-7	B164_1
973	Seed sucrose 1-8	B162_2
974	Seed sucrose 1-9	GMSC514
975	Seed sucrose 1-10	A963_1
976	Seed sucrose 1-11	T169_1
977	Seed sucrose 1-12	A458_3
978	Seed sucrose 1-13	A486_1
979	Seed sucrose 1-14	K227_4
980	Seed sucrose 1-15	nbs37
981	Seed sucrose 1-16	OO20850
982	Seed sucrose 1-17	OB41600
983	Tobacco ring spot virus 1-1	K644_1
983	Tobacco ring spot virus 1-1	Satt510
984	WUE 1-1	B031_2
985	WUE 1-2	A089_1
986	WUE 1-3	A381_1
987	WUE 1-4	cr497_1
988	WUE 1-5	K375_1
989	WUE 1-6	A233_1
990	WUE 2-1	A489_1
991	WUE 2-2	A063_1
992	WUE 2-3	A063_1
993	Seed yield to Plant height ratio 1-1	Satt006
994	Seed yield to Plant height ratio 1-2	BLT007_1
995	Seed yield to Plant height ratio 1-3	A060_1
996	Seed yield to Plant height ratio 2-1	Satt277
997	Seed yield to Plant height ratio 2-2	Satt150
998	Seed yield to Plant height ratio 2-3	Satt144
999	Seed yield to Plant height ratio 2-4	Satt582
1000	Seed yield to Plant height ratio 2-5	Satt527
1001	Seed yield to Plant height ratio 2-6	Satt166
1002	Seed yield to Plant height ratio 3-1	A489_1
1003	Seed yield to Plant height ratio 3-2	Satt373
1004	Seed yield to Plant height ratio 3-3	Satt095
1005	Seed yield to Plant height ratio 3-4	Satt066
1006	Seed yield to Plant height ratio 4-1	Satt405
1007	Seed yield to Plant height ratio 4-2	Satt079
1008	Seed yield to Plant height ratio 4-3	G173_1
1009	Seed yield to weight ratio 1-1	Satt540
1010	Seed yield to weight ratio 2-1	T028_1
1011	Seed yield to weight ratio 2-2	Satt291
1012	Seed yield to weight ratio 2-3	L050_14
1013	Seed yield to weight ratio 3-1	Satt508
1014	Seed yield to weight ratio 3-2	Satt489
1015	Seed yield to weight ratio 3-3	Satt150
1016	Cellwall polysacch composition 1-1	Satt174
1016	Cellwall polysacch composition 1-1	Satt211
1017	Seed glucose 1-1	Satt153
1017	Seed glucose 1-1	Scaa001
1018	Necrosis, root Mn induced 1-2	Satt291
1019	Seed protein 19-1	L92_1
1019	Seed protein 19-1	Satt578
1021	Seed acidic fraction 1-1	Satt461
1022	Seed acidic fraction 1-2	Satt518
1023	Seed acidic fraction 1-3	Satt196
1024	Seed acidic fraction 1-4	Satt076
1025	Seed conglycinin, alpha-prime 1-1	Satt177
1026	Seed arabinose plus galactose 1-1	Satt174
1026	Seed arabinose plus galactose 1-1	Satt211
1027	Seed arabinose plus galactose 1-2	Satt196
1027	Seed arabinose plus galactose 1-2	Satt588
1028	Seed basic fraction 1-1	Satt292
1029	Seed basic fraction 1-2	Satt156
1030	Seed conglycinin, beta 1-1	Satt255
1031	BSR 5-1	21E22.sp2
1032	BSR 5-2	Satt547
1033	BSR 6-1	Satt244
1034	BSR 6-2	Satt244
1035	BSR 6-3	Satt244
1036	BSR 6-4	Satt244
1037	BSR 6-5	Satt244
1038	BSR 6-6	Satt244
1039	BSR 6-7	Satt244
1040	BSR 6-8	Satt244
1041	BSR 6-9	Satt244
1042	BSR 6-10	Satt244
1043	Common cutworm 1-1	Satt175
1043	Common cutworm 1-1	Satt220
1044	Common cutworm 1-2	Satt463
1044	Common cutworm 1-2	Satt567
1045	Chlorosis, leaflet Mn induced 1-1	Satt318
1046	Chlorosis, leaflet Mn induced 1-2	Sat_092
1047	Seed conglycinin 1-1	Satt461
1048	First flower 20-1	Satt100
1049	First flower 20-2	Satt229
1050	First flower 20-3	Satt496
1051	Seed fucose 1-1	Satt119
1051	Seed fucose 1-1	Satt223
1052	Seed galactose 1-1	Satt211
1052	Seed galactose 1-1	T155_1
1053	Seed glycinin 1-1	Satt461
1054	Lodging 11-1	Satt137
1055	Lodging 16-1	Satt542
1056	Leaflet P 1-1	Satt252
1056	Leaflet P 1-1	Satt269
1057	Leaflet P 1-2	GMRUBP-SSR
1057	Leaflet P 1-2	Satt586
1058	Necrosis, root Mn induced 1-1	Satt239
1059	Necrosis, root Mn induced 1-3	Satt305
1060	Necrosis, root Mn induced 1-4	OE02_1000
1061	Seed N at R5 1-1	Satt177
1062	Seed N at R5 1-2	Satt133
1063	Seed N at R5 1-3	Satt556
1064	Seed N at R5 1-4	Satt274
1065	Seed N at R5 1-5	Satt185
1066	Seed N at R5 1-6	Satt263
1067	Seed N at R5 1-7	Satt235
1068	Seed N at R6 1-1	Satt437
1069	Seed N at R6 1-2	Satt459
1070	Seed N at R6 1-3	Satt201
1071	Seed N at R7 1-1	Satt168
1072	Seed N at R7 1-2	Satt383
1073	Seed N at R7 1-3	Satt268
1074	Seed N at R7 1-4	Satt263
1075	Seed N at R7 1-5	Satt045
1076	Seed N at R7 1-6	Satt570
1077	Seed N at R7 1-7	Satt131
1078	Seed oil 19-1	Satt274
1079	Seed oil 19-2	Satt317
1080	Seed oil 19-3	Satt420
1080	Seed oil 19-3	Satt479
1081	Seed oil 20-1	Satt338
1082	Seed oil 20-2	Satt157
1083	Seed oil 20-3	Satt285
1084	Seed oil 23-1	Satt277
1084	Seed oil 23-1	Satt460
1085	Seed oil 23-2	Satt179
1085	Seed oil 23-2	Satt184
1086	Seed oil 23-3	Satt154
1086	Seed oil 23-3	Satt458
1087	Seed oil 23-4	Dt1
1087	Seed oil 23-4	Satt166
1088	Seed oil 23-5	Satt229
1088	Seed oil 23-5	Satt373
1089	Seed oil 23-6	Satt463
1089	Seed oil 23-6	Satt540
1090	Seed pectin 1-1	Satt174
1090	Seed pectin 1-1	Satt211
1091	Phytoph 2-1	Satt149
1091	Phytoph 2-1	Satt252
1092	Phytoph 4-1	Satt149
1092	Phytoph 4-1	Satt252
1093	Phytoph 3-1	Satt252
1093	Phytoph 3-1	Satt423
1094	Phytoph 2-2	Satt579
1094	Phytoph 2-2	Satt600
1095	Phytoph 4-2	Satt579
1095	Phytoph 4-2	Satt600
1096	Phytoph 3-2	Satt266
1096	Phytoph 3-2	Satt579
1097	Plant height 17-1	Satt490
1098	Plant height 17-2	Satt382
1099	Plant height 17-3	Satt191
1100	Plant height 17-4	Satt544
1101	Plant height 17-5	Satt387
1102	Plant height 17-6	Satt277
1103	Plant height 17-7	Satt339
1104	Plant height 17-8	Satt478
1105	Plant height 17-9	Satt277
1106	Plant height 17-10	Satt547
1107	Plant height 17-11	Satt542
1108	Plant height 17-12	Satt142
1109	Plant height 18-1	Satt178
1110	Plant height 18-2	Satt592
1111	Plant height 18-3	Satt137
1112	Plant height 18-4	Satt134
1113	Plant height 18-5	Satt575
1114	Plant height 18-6	Satt567
1115	Pod maturity 14-1	Satt481
1116	Pod maturity 14-2	Satt592
1117	Pod maturity 14-3	Satt134
1118	Pod maturity 14-4	Satt567
1119	Seed protein 20-1	Satt570
1120	Seed protein 21-1	Satt409
1121	Seed protein 21-2	Satt338
1122	Seed protein 21-3	Satt363
1123	Seed protein 21-4	Satt157
1124	Seed protein 21-5	Satt358
1125	Seed protein 21-6	Satt510
1126	Seed protein 21-8	Satt168
1127	Seed protein 21-9	Satt339
1128	Seed protein 21-10	Satt142
1129	Seed protein 21-11	Satt308
1130	Seed protein 24-1	Satt202
1130	Seed protein 24-1	Satt277
1131	Seed protein 24-2	Satt144
1131	Seed protein 24-2	Satt335
1132	Seed protein 24-3	Satt102
1132	Seed protein 24-3	Satt539
1133	Seed protein 24-4	Satt463
1133	Seed protein 24-4	Satt540
1134	Pod maturity 16-1	Satt382
1135	Pod maturity 16-2	Satt394
1136	Pod maturity 16-3	Satt544
1137	Pod maturity 16-4	Satt387
1138	Rhizoc root and hypocot rot 1-1a	Satt281
1139	Rhizoc root and hypocot rot 1-2a	Satt177
1140	Rhizoc root and hypocot rot 1-3a	Satt245
1141	Rhizoc root and hypocot rot 1-1b	Satt281
1142	Rhizoc root and hypocot rot 1-2b	Satt177
1143	Rhizoc root and hypocot rot 1-3b	Satt245
1144	Salt tolerance 1-1	Sat_091
1145	SCN 28-1	Bng122
1145	SCN 28-1	Satt309
1146	SCN 28-2	Satt244
1146	SCN 28-2	Satt547
1147	SCN 28-3	Bng122
1147	SCN 28-3	Satt309
1148	SCN 28-4	Satt244
1148	SCN 28-4	Satt431
1149	SCN 29-1	Satt163
1149	SCN 29-1	Satt688
1150	SCN 29-2	Sat_224
1150	SCN 29-2	Satt547
1151	SCN 29-3	Satt163
1151	SCN 29-3	Satt359
1151	SCN 29-3	Satt453
1152	SCN 29-4	Satt163
1152	SCN 29-4	Satt688
1153	SCN 29-5	Sat_400
1153	SCN 29-5	Satt163
1153	SCN 29-5	Satt424
1154	SCN 29-6	Sat_224
1154	SCN 29-6	Satt547
1154	SCN 29-6	Satt573
1155	SCN 29-7	Sat_286
1155	SCN 29-7	Satt229
1156	SCN 29-8	Satt163
1156	SCN 29-8	Satt688
1157	SCN 29-9	Satt204
1157	SCN 29-9	Satt573
1158	SCN 29-10	Satt359
1158	SCN 29-10	Satt453
1159	SCN 30-1	Satt309
1160	SCN 30-2	Satt309
1161	SCN 30-3	Satt424
1162	Seed number 2-1	Satt277
1162	Seed number 2-1	T
1163	Seed number 2-2	Satt229
1163	Seed number 2-2	T
1164	Seed weight 15-1	Satt277
1164	Seed weight 15-1	Satt460
1165	Seed weight 15-2	Satt071
1165	Seed weight 15-2	Satt179
1166	Seed weight 15-3	Satt114
1166	Seed weight 15-3	Satt335
1166	Seed weight 15-3	Satt394
1167	Seed weight 15-4	Satt340
1167	Seed weight 15-4	Satt394
1168	Seed weight 15-5	Satt148
1168	Seed weight 15-5	Satt292
1169	Seed weight 15-6	Satt273
1169	Seed weight 15-6	Satt518
1170	Seed weight 15-7	Dt1
1170	Seed weight 15-7	Satt156
1171	Seed weight 16-1	T
1172	Seed weight 16-2	Satt229
1173	Seed weight 16-3	Satt635
1174	Seed weight 17-1	L050_8
1174	Seed weight 17-1	Sat_113
1175	Seed weight 18-1.1	Satt147
1176	Seed weight 18-1.2	Satt184
1177	Seed weight 18-2	Satt002
1178	Seed weight 19-1	T
1179	Seed weight 19-2	Sat_297
1180	Seed yield 15-1	Satt363
1181	Seed yield 15-2	Satt358
1182	Seed yield 15-3	Satt225
1183	Seed yield 15-4	Satt394
1184	Seed yield 15-5	Satt544
1185	Seed yield 15-6	Satt168
1186	Seed yield 15-7	Satt186
1187	Seed yield 15-8	Satt142
1188	Seed yield 15-9	Satt308
1189	Seed yield 15-10	Satt382
1190	Seed yield 15-11	Satt191
1191	Seed yield 15-12	Satt387
1192	Seed yield 15-13	Satt339
1193	Seed yield 15-14	Satt547
1194	Seed yield 15-15	Satt440
1195	Seed yield 16-1	Satt137
1196	Seed yield 16-2	Satt137
1197	Seed yield 16-3	Satt134
1198	Seed yield 16-4	Satt575
1199	Seed yield 16-5	Satt567
1200	Leaflet trigonelline, dry 1-1	Satt285
1201	Leaflet trigonelline, dry 1-2	Satt079
1202	Leaflet trigonelline, fresh 1-1	Satt285
1203	Leaflet trigonelline, fresh 1-2	Satt079
1204	cqSeed oil-001	A063_1
1205	cqSeed oil-002	A566_2
1206	cqSeed oil-003	Satt313
1206	cqSeed oil-003	Satt398
1207	cqSeed protein-001	A454_1
1208	cqSeed protein-002	A132_4
1209	cqSeed weight-001	Satt303
1210	cqSeed weight-002	Satt263
1211	cqSCN-003	Satt244
1211	cqSCN-003	Satt431
1212	cqSeed oil-004	Satt496
1213	cqSeed protein-003	Satt496
1214	cqSeed yield-001	Satt496
1215	cqR8 Full maturity-001	Satt496
1216	cqSeed weight-003	Satt496
1217	cqSDS-001	Sat_222
1217	cqSDS-001	Satt226
1218	cqSCN-001	Rhg1
1219	cqSCN-002	Rhg4
1220	Seed isoflavone 1-1	Satt200
1221	Seed isoflavone 1-2	Satt289
1222	Seed isoflavone 1-3	Satt181
1223	Seed isoflavone 1-4	Satt080
1223	Seed isoflavone 1-4	Satt249
1224	Seed isoflavone 1-5	Satt201
1225	Seed isoflavone 1-6	Satt245
1226	Seed isoflavone 1-7	Satt540
1227	Seed daidzein 2-1	Satt200
1228	Seed daidzein 2-2	Satt181
1229	Seed daidzein 2-3	Satt201
1230	Seed daidzein 2-4	Satt245
1231	Seed daidzein 2-5	Satt538
1232	Seed daidzein 2-6	Satt490
1233	Seed daidzein 2-7	Satt249
1234	Seed genistein 2-1	Satt289
1235	Seed genistein 2-2	Satt201
1236	Seed genistein 2-3	Satt540
1237	Seed genistein 2-4	Satt155
1238	Seed genistein 2-5	Satt200
1239	Seed genistein 2-6	Satt181
1240	Seed genistein 2-7	Satt442
1241	Seed glycitein 2-1	Satt547
1242	Seed glycitein 2-2	Satt129
1243	Seed glycitein 2-3	Satt516
1244	Seed glycitein 2-4	Satt196
1245	Seed glycitein 2-5	Sat_088
1246	Seed glycitein 2-6	Satt201
1247	Seed glycitein 2-7	Satt540
1248	Seed glycitein 2-8	Satt181
1249	Seed glycitein 2-9	Satt521
3131	Fusarium lesion length 1-5	BARC-015493-01985
2313	Pod weight 1-1	Satt526
2313	Pod weight 1-1	Satt449
2708	Seed daidzein 7-4	Satt541
2708	Seed daidzein 7-4	Sctt009
2405	Seed palmitic 6-2	A520_1
2405	Seed palmitic 6-2	A118_1
2612	Seed coat cracking 2-2	Bng012_1
1269	Seed yield 17-5	Satt463
1269	Seed yield 17-5	Satt567
3114	Seed genistein 10-7	BARC-042003-08158
2725	Reproductive stage length 7-2	Sct_033
2725	Reproductive stage length 7-2	Satt516
2969	SDS 13-5	BE021153
2969	SDS 13-5	Sat_373
2632	Seed isoflavone 5-2	Sat_289
2632	Seed isoflavone 5-2	Sat_139
2292	Seed tocopherol, delta 1-4	Satt354
3094	Canopy wilt 2-2	Satt646
3049	Seed coat cracking 3-10	Satt516
2704	Seed genistein 7-7	Sat_286
2775	Branching 3-4	Satt669
2956	SCN 41-2	Satt309
1280	Leaflet length 7-1	Satt236
1281	Leaflet length 7-2	Satt197
1282	Leaflet length 7-3	Satt216
1283	Leaflet length 7-4	Satt157
1284	Leaflet length 7-5	Satt372
1285	Leaflet length 7-6	Satt231
1286	Leaflet length 7-7	Satt510
1287	Leaflet length 7-8	Satt324
1288	Leaflet length 7-9	Satt571
1289	Leaflet length 7-10	Satt167
1290	Leaflet length 7-11	Sct_010
1291	Leaflet length 7-12	Satt243
1292	Leaflet length 6-1	Satt197
1293	Leaflet length 6-2	Satt157
1294	Leaflet length 6-3	Satt324
1295	Leaflet length 6-4	Sct_010
1296	Leaflet length 9-1	Sat_022
1297	Leaflet length 9-2	Satt501
1298	Leaflet length 9-3	Satt596
1299	Leaflet length 9-4	Sct_001
1300	Leaflet length 9-5	Satt431
1301	Leaflet length 9-6	Satt417
1302	Leaflet length 9-7	Satt495
1303	Leaflet length 9-8	Satt238
1304	Leaflet length 9-9	Satt523
1305	Leaflet length 9-10	Satt278
1306	Leaflet length 9-11	Satt418
1307	Leaflet length 9-12	Satt398
1308	Leaflet length 9-13	Satt497
1309	Leaflet length 9-14	Satt313
1310	Leaflet length 9-15	Satt530
1311	Leaflet length 8-1	Satt501
1312	Leaflet length 8-2	Satt596
