QTLID	QTLName	LocusName
2321	Seeds per plant 1-2	Satt475
3054	First flower 19-2	9999
2897	Seed weight 34-6	Satt349
2897	Seed weight 34-6	Satt555
2320	Seeds per plant 1-1	Satt241
2320	Seeds per plant 1-1	Satt345
2355	SCN 36-4	Sat_168
2355	SCN 36-4	Satt275
2355	SCN 36-4	Satt309
2937	Seed weight 36-17	Satt198
2592	Seed linoleic 7-2	Satt197
3034	Seed weight 38-3	R042_1
2657	Pod number 7-1	Satt100
3086	Pod maturity 27-6	Satt257
3061	Seed number 4-2	9999
2541	SCN 39-5	Satt552
2588	Seed oleic 7-3	Satt556
2960	cqSCN-005	Satt543
2636	Seed daidzein 4-1	Satt063
2576	Seed weight 30-3	Satt521
2310	Root weight 3-1	Satt241
2310	Root weight 3-1	Satt345
2563	Seed oil 30-1	Satt225
2563	Seed oil 30-1	Satt599
2369	Seed, beginning 2-1	Satt162
2673	Seed, beginning 3-1	Satt100
2723	Seed isoflavone 6-7	Satt187
3152	Row spacing response 3-5	Lap1
2919	Seed weight 35-10	Satt502
2919	Seed weight 35-10	Satt383
2482	Pod maturity 24-4	Satt561
2633	Seed isoflavone 5-3	Sat_339
2633	Seed isoflavone 5-3	Satt280
2962	SDS 12-1	9999
3069	Seed yield 27-1	BARC-028321-05831
2379	SCN 38-1	Satt573
2379	SCN 38-1	Satt268
2468	Seed linoleic 6-7	Sat_108
3135	Flooding yield index 1-2	Satt519
3075	Plant height 33-3	Satt266
3075	Plant height 33-3	Satt600
3075	Plant height 33-3	Satt644
2676	Pod maturity 25-2	Satt277
2285	Seed tocopherol, gamma 1-5	Satt266
2547	SCN 39-11	Satt129
2769	Leaflet chlorophyll 1-14	Satt237
2769	Leaflet chlorophyll 1-14	Satt255
2394	Seed linoleic 5-1	Satt472
2352	SCN 36-1	Sat_157
2477	Seed linolenic 7-6	Sat_355
2477	Seed linolenic 7-6	Satt066
3043	Seed coat cracking 3-4	Satt322
3043	Seed coat cracking 3-4	Satt363
3120	Seed glycitein 10-1	Satt277
2324	Leaflet area, specific 2-1	Satt350
2324	Leaflet area, specific 2-1	Satt506
2305	Leaflet area 2-3	Satt241
2305	Leaflet area 2-3	Satt345
2605	Seed linolenic 9-4	Sat_274
2509	Pod wall to Pod weight ratio 1-5	GMABAB
2509	Pod wall to Pod weight ratio 1-5	Sat_091
2513	Seed genistein 5-3	9999
2276	Sclero 7-3	Satt614
2276	Sclero 7-3	Satt700
2276	Sclero 7-3	Satt354
2906	Seed weight 34-15	Satt489
2906	Seed weight 34-15	Satt557
2454	Seed oleic 6-5	Satt050
2454	Seed oleic 6-5	Satt619
2777	Reproductive stage length 8-1	Satt519
2777	Reproductive stage length 8-1	Satt583
2401	Seed linolenic 6-5	A199_1
2607	Flood tolerance 6-2	Sat_134
2829	Pubescence density 2-7	Satt317
2880	Phytoph 11-11	9999
2532	Sclero 8-2	Satt126
2985	Root weight, fresh 1-1	BLT065_1
2587	Seed oleic 7-2	Satt197
2968	SDS 13-4	BARC-018187-02537
2968	SDS 13-4	Sat_351
2968	SDS 13-4	BARC-016573-02144
2599	Seed oil 32-1	Satt384
2390	Seed oil 29-3	Sat_231
2390	Seed oil 29-3	Sat_109
2548	SCN 39-12	Sat_299
2548	SCN 39-12	Sct_189
2393	Seed oleic 5-3	Sat_419
2984	Root width, primary 1-1	Satt570
2984	Root width, primary 1-1	Satt610
2796	Seed daidzein 8-5	Sat_042
2317	Seed weight 27-1	Satt594
2317	Seed weight 27-1	Satt303
2549	Sclero 9-1	Satt327
2549	Sclero 9-1	Satt233
2549	Sclero 9-1	Satt329
2807	Seed genistein 8-8	Sat_119
3091	Lodging 25-3	Satt179
2523	Seed isoflavone 3-3	BARC-022387-04319
2783	Seed isoflavone 7-3	Satt282
2926	Seed weight 36-6	Satt555
2926	Seed weight 36-6	Satt046
3100	Bean pyralid 1-1	Satt482
2359	SCN 36-8	Satt690
2359	SCN 36-8	Satt396
2359	SCN 36-8	Satt194
2622	Seed genistein 6-4	Sat_139
2622	Seed genistein 6-4	Sat_289
3066	Seed weight 39-5	9999
2950	Seed weight 37-8	Satt327
2891	Phytoph 11-22	Satt304
2281	Seed tocopherol, gamma 1-1	Sat_383
2980	Root length, primary 2-1	Satt357
2980	Root length, primary 2-1	Satt371
2980	Root length, primary 2-1	Satt202
2753	Seed weight 33-2	Satt699
2753	Seed weight 33-2	Satt573
2800	Seed genistein 8-1	I
2570	Seed protein 28-2	Satt199
2570	Seed protein 28-2	Satt012
3033	Seed weight 38-2	BARC-04077-07848
2410	Seed stearic 5-1	Sat_189
2410	Seed stearic 5-1	Satt272
2898	Seed weight 34-7	Satt527
2898	Seed weight 34-7	Satt561
2348	Al tolerance 3-6	BE801128
2481	Pod maturity 24-3	Satt495
2481	Pod maturity 24-3	Sat_301
3038	SCN 42-3	Satt316
3038	SCN 42-3	Satt202
2911	Seed weight 35-2	Satt100
2911	Seed weight 35-2	Satt460
2655	Seed weight 31-2	Satt277
2483	Pod maturity 24-5	Satt571
2483	Pod maturity 24-5	Satt496
2648	Seed yield 25-2	Satt194
3051	Days to germination 1-2	9999
2597	Seed linolenic 8-2	Satt173
2920	Seed weight 35-11	Satt150
2920	Seed weight 35-11	Satt201
2887	Phytoph 11-18	9999
3002	Seed palmitic 8-4	Satt727
2619	Seed genistein 6-1	Sctt009
2619	Seed genistein 6-1	Satt541
2641	Seed glycitein 4-2	Satt197
2332	Pod number 4-1	Satt139
2332	Pod number 4-1	Satt476
2407	Seed palmitic 6-4	Sat_308
2925	Seed weight 36-5	Satt354
2925	Seed weight 36-5	Satt440
2470	Seed linoleic 6-9	Sat_133
2470	Seed linoleic 6-9	Sat_309
2336	Somatic emb per explant 3-1	Satt168
2336	Somatic emb per explant 3-1	Sct_034
3027	Seed glycitein 9-5	Satt693
2834	Pubescence density 2-12	Satt634
2801	Seed genistein 8-2	Sat_077
2492	Pod wall width 1-3	Satt202
2492	Pod wall width 1-3	Satt277
3016	Seed linolenic 11-5	Satt701
3039	SCN 42-4	Sat_141
3039	SCN 42-4	Satt610
3076	Plant height 33-4	BARC-030765-06943
2462	Seed linoleic 6-1	Satt022
2462	Seed linoleic 6-1	Sat_304
2303	Leaflet area 2-1	Satt449
2303	Leaflet area 2-1	Satt526
2809	Seed glycitein 8-2	Satt509
3144	Row spacing response 2-2	G214_19
2758	Leaflet chlorophyll 1-3	Satt234
2758	Leaflet chlorophyll 1-3	Satt022
3110	Seed genistein 10-3	Satt362
3104	Bean pyralid 1-5	Sat_218
3104	Bean pyralid 1-5	Satt434
3098	Canopy wilt 2-6	Sct_192
3098	Canopy wilt 2-6	Satt135
2598	Seed linolenic 8-3	Satt238
2986	Root weight, fresh 1-2	Satt177
2986	Root weight, fresh 1-2	Satt424
2905	Seed weight 34-14	Satt453
2905	Seed weight 34-14	Sat_123
2540	SCN 39-4	Sctt009
2540	SCN 39-4	Sat_401
2540	SCN 39-4	Satt541
3064	Seed weight 39-3	9999
3005	Seed oleic 8-2	Sat_164
3081	Pod maturity 27-1	Sct_186
2429	Seed weight 29-4	Satt066
3146	Row spacing response 2-4	Idh1
3001	Seed palmitic 8-3	Sat_164
2524	Seed isoflavone 3-4	Sat_247
2512	Seed genistein 5-2	9999
2738	Seed fill 5-1	Satt442
2738	Seed fill 5-1	Satt541
3134	Flooding yield index 1-1	Sat_154
3055	Plant height 32-1	9999
2815	Seed glycitein 8-8	Sat_092
2558	Seed isoflavone 4-1	Satt249
2558	Seed isoflavone 4-1	Satt285
2608	Flood tolerance 6-3	Sat_309
2591	Seed linoleic 7-1	Satt537
2506	Pod wall to Pod weight ratio 1-2	Satt269
2506	Pod wall to Pod weight ratio 1-2	Satt252
2975	SDS 13-11	K472_1
3073	Plant height 33-1	Satt257
2453	Seed oleic 6-4	Sat_324
2453	Seed oleic 6-4	Sat_299
3153	Row spacing response 3-6	SSR2496_1
2452	Seed oleic 6-3	Sat_309
2452	Seed oleic 6-3	Satt206
2316	Pod weight 1-4	9999
2325	Leaflet area, specific 2-2	9999
2511	Seed genistein 5-1	9999
2575	Seed weight 30-2	Satt530
2289	Seed tocopherol, delta 1-1	Sat_383
2589	Seed oleic 7-4	Satt183
2879	Phytoph 11-10	9999
2329	Seed weight per plant 2-1	Satt475
2478	Seed linolenic 7-7	Satt244
2478	Seed linolenic 7-7	Sat_395
2791	Seed isoflavone 7-11	Sat_042
2727	Reproductive stage length 7-4	Satt373
2727	Reproductive stage length 7-4	Sat_245
2637	Seed daidzein 4-2	Satt276
2593	Seed linoleic 7-3	Satt556
2375	SCN 37-4	Satt233
2375	SCN 37-4	Sat_040
2732	Seed weight 32-1	Satt298
2732	Seed weight 32-1	Satt453
2377	Seed coat color 2-2	Sat_287
2371	Pod maturity 23-1	Satt162
2322	Leaflet N, specific 1-1	Satt449
2322	Leaflet N, specific 1-1	Satt526
3035	Seed fragrance 1-1	Sat_137
2445	Pod dehiscence 3-4	Satt183
2445	Pod dehiscence 3-4	Satt215
2396	Seed linoleic 5-3	Satt153
3020	Seed genistein 9-1	Sat_217
2345	Al tolerance 3-3	Satt311
2489	Pod maturity 24-11	Sat_355
2489	Pod maturity 24-11	Satt066
3112	Seed genistein 10-5	BARC-014447-01366
2971	SDS 13-7	Satt390
2927	Seed weight 36-7	Satt527
2927	Seed weight 36-7	Satt561
2353	SCN 36-2	Sat_157
3118	Seed daidzein 10-4	BARC-024345-04854
2338	Somatic emb per explant 3-3	Satt256
3041	Seed coat cracking 3-2	Satt571
3041	Seed coat cracking 3-2	Satt496
2600	Seed oil 32-2	Satt442
3074	Plant height 33-2	OPAD08
3084	Pod maturity 27-4	BARC-021991-04246
2909	Seed weight 34-18	Satt380
2909	Seed weight 34-18	Satt183
2786	Seed isoflavone 7-6	Satt066
2340	Somatic emb per explant 2-2	Satt340
2340	Somatic emb per explant 2-2	Satt566
2564	Seed oil 30-2	Sat_162
2974	SDS 13-10	SSR0203_1
2974	SDS 13-10	Sat_275
2974	SDS 13-10	OP_U09b
2702	Seed genistein 7-5	Satt490
2702	Seed genistein 7-5	Sat_197
3115	Seed daidzein 10-1	Sat_312
2579	Seed weight 30-6	Sct_001
2459	Seed oleic 6-10	Sat_108
2459	Seed oleic 6-10	Satt153
2602	Seed linolenic 9-1	9999
2744	Seed linolenic 10-1	Satt534
2392	Seed oleic 5-2	Satt472
2418	Plant height 29-4	Satt212
2550	Sclero 9-2	Satt209
3079	Plant height 33-7	BARC-021991-04246
2940	Seed protein 31-3	Satt077
2844	Drought tolerance 6-1	Satt339
2844	Drought tolerance 6-1	Sat_091
2742	SDS 11-4	Satt130
2402	Seed linolenic 6-6	Sat_291
2402	Seed linolenic 6-6	Satt633
2650	Seed yield 25-4	Satt259
3087	Pod maturity 27-7	Satt230
2413	Seed stearic 5-4	9999
2557	Photoperiod insensitivity 5-4	Satt244
2557	Photoperiod insensitivity 5-4	Satt547
2557	Photoperiod insensitivity 5-4	Sat_224
2557	Photoperiod insensitivity 5-4	L050_10
2557	Photoperiod insensitivity 5-4	Satt431
3056	Pod number 6-1	9999
3017	Seed linolenic 11-6	Sat_164
2756	Leaflet chlorophyll 1-1	Satt343
2756	Leaflet chlorophyll 1-1	Satt160
2349	Al tolerance 3-7	Sat_128
2713	Seed glycitein 7-3	Satt552
2713	Seed glycitein 7-3	Satt499
2806	Seed genistein 8-7	AW132402
2420	Node number 4-2	Satt100
2733	Seed weight 32-2	Sat_136
2733	Seed weight 32-2	Satt355
2647	Seed yield 25-1	Satt139
2647	Seed yield 25-1	Sat_042
2434	SCN 40-2	Satt038
2434	SCN 40-2	Satt275
2488	Pod maturity 24-10	Satt006
2488	Pod maturity 24-10	Sat_113
2664	Seed set 4-1	Satt100
2802	Seed genistein 8-3	Satt669
2987	Root weight, dry 1-1	Satt177
2987	Root weight, dry 1-1	Satt424
2868	Seed oil 36-8	Sat_352
2868	Seed oil 36-8	Sat_293
2869	Seed oil 36-9	Satt022
2366	Seed calcium 1-4	Satt677
2366	Seed calcium 1-4	Sat_391
2574	Seed weight 30-1	Satt147
2876	Phytoph 11-7	9999
2603	Seed linolenic 9-2	Satt384
2520	Seed glycitein 5-3	Sat_247
2397	Seed linolenic 6-1	Sat_331
2291	Seed tocopherol, delta 1-3	Sat_262
2331	Seeds per plant 2-1	Satt475
2781	Seed isoflavone 7-1	Sat_215
2421	Pod number 5-1	Satt100
3065	Seed weight 39-4	9999
2787	Seed isoflavone 7-7	I
3052	Days to germination 1-3	9999
2706	Seed daidzein 7-2	Satt187
2616	Phytoph 10-1	Satt030
3062	Seed weight 39-1	9999
3157	Phytoph 13-4	Satt472
3157	Phytoph 13-4	Satt191
3006	Seed oleic 8-3	Satt544
2539	SCN 39-3	Satt309
2539	SCN 39-3	Rhg1
2667	Plant height 30-2	Satt277
2714	Seed glycitein 7-4	Satt612
2714	Seed glycitein 7-4	Sat_117
3145	Row spacing response 2-3	Satt542
3010	Seed linoleic 8-3	9999
2947	Seed weight 37-5	Satt370
2947	Seed weight 37-5	Satt203
2918	Seed weight 35-9	Sat_123
2918	Seed weight 35-9	Satt583
3045	Seed coat cracking 3-6	Satt197
3045	Seed coat cracking 3-6	Satt298
2471	Seed linoleic 6-10	Satt472
2471	Seed linoleic 6-10	Satt288
2439	Pod borer 1-1	Satt541
2439	Pod borer 1-1	Satt253
2717	Seed isoflavone 6-1	Satt236
2717	Seed isoflavone 6-1	Sat_271
3070	Seed yield 27-2	BARC-030765-06943
2315	Pod weight 1-3	Sat_091
2315	Pod weight 1-3	Satt549
2945	Seed weight 37-3	9999
2720	Seed isoflavone 6-4	Sctt009
2720	Seed isoflavone 6-4	Satt541
2728	Reproductive stage length 7-5	Satt581
2728	Reproductive stage length 7-5	Satt331
2892	Seed weight 34-1	Satt233
2892	Seed weight 34-1	Satt538
2888	Phytoph 11-19	Satt160
2476	Seed linolenic 7-5	Satt684
2476	Seed linolenic 7-5	Sat_368
2339	Somatic emb per explant 2-1	Satt594
2538	SCN 39-2	Satt665
2699	Seed genistein 7-2	Satt687
2699	Seed genistein 7-2	Sat_424
2977	SDS 13-13	Sct_067
2977	SDS 13-13	BARC-031701-07215
2977	SDS 13-13	Sat_319
2818	Seed glycitein 8-11	Sat_238
3096	Canopy wilt 2-4	Satt302
2982	Root length, primary 2-3	Satt080
2982	Root length, primary 2-3	Satt485
2982	Root length, primary 2-3	Satt530
2496	Pod wall width 1-7	Satt251
2287	Seed tocopherol, gamma 1-7	Satt355
2773	Branching 3-2	Sat_286
2998	Shoot fresh to dry weight ratio 1-3	Satt160
2998	Shoot fresh to dry weight ratio 1-3	Satt252
2465	Seed linoleic 6-4	Sat_324
2465	Seed linoleic 6-4	Sat_299
2935	Seed weight 36-15	Satt190
2935	Seed weight 36-15	Satt195
2417	Plant height 29-3	Satt153
3138	Row spacing response 1-1	Sat_294
2837	Pubescence density 2-15	Sat_363
3129	Fusarium lesion length 1-3	BARC-042629-08331
2812	Seed glycitein 8-5	Sat_143
2853	Seed palmitic 7-6	Satt472
2853	Seed palmitic 7-6	Satt191
2374	SCN 37-3	Sat_210
2374	SCN 37-3	Sat_403
2861	Seed oil 36-1	Sat_137
2666	Plant height 30-1	Satt100
3165	Seed protein 34-7	Sat_156
2370	Seed set 2-1	Satt162
2847	Drought tolerance 6-4	Sat_175
2847	Drought tolerance 6-4	Satt317
2646	Somatic emb per explant 4-2	Satt277
2290	Seed tocopherol, delta 1-2	Satt179
2365	Seed calcium 1-3	Satt677
2365	Seed calcium 1-3	Sat_391
2902	Seed weight 34-11	Satt383
2902	Seed weight 34-11	Satt468
2840	Flood tolerance 7-1	Sat_218
2840	Flood tolerance 7-1	Sat_175
3048	Seed coat cracking 3-9	Satt480
3048	Seed coat cracking 3-9	Satt177
2573	Seed protein 28-5	Satt275
2573	Seed protein 28-5	Satt038
2409	Seed palmitic 6-6	Sat_043
2966	SDS 13-2	Satt500
2948	Seed weight 37-6	Satt173
2948	Seed weight 37-6	Satt581
2824	Pubescence density 2-2	I
3127	Fusarium lesion length 1-1	Satt437
3127	Fusarium lesion length 1-1	Sat_232
2530	Phytoph 9-6	Satt527
2530	Phytoph 9-6	Satt448
2858	Seed stearic 6-3	Satt146
2858	Seed stearic 6-3	Satt252
2341	Somatic emb per explant 2-3	Satt303
2498	Pod wall width 1-9	Satt431
2621	Seed genistein 6-3	Sat_337
2621	Seed genistein 6-3	Sat_140
2899	Seed weight 34-8	Satt479
2899	Seed weight 34-8	Satt153
2651	Seed yield 25-5	Satt162
2743	SDS 11-5	Satt115
2743	SDS 11-5	Satt566
2743	SDS 11-5	Satt352
2743	SDS 11-5	Satt427
3068	Seed weight 39-7	9999
2423	Seed set 3-1	Sat_108
2606	Flood tolerance 6-1	Satt184
2337	Somatic emb per explant 3-2	Satt726
2601	Seed oil 32-3	Satt496
2614	Seed phytate 2-1	Satt237
2614	Seed phytate 2-1	Satt339
2614	Seed phytate 2-1	Sat_091
2344	Al tolerance 3-2	Satt698
2582	Seed oil 31-2	Satt100
2776	Branching 3-5	Sat_315
2776	Branching 3-5	Sat_131
2928	Seed weight 36-8	Satt153
2928	Seed weight 36-8	Sat_109
2762	Leaflet chlorophyll 1-7	Satt649
2762	Leaflet chlorophyll 1-7	Satt348
2785	Seed isoflavone 7-5	Sat_271
2517	Seed daidzein 5-3	Sat_247
2701	Seed genistein 7-4	Satt691
2701	Seed genistein 7-4	Sat_112
2419	Node number 4-1	Satt041
2403	Seed linolenic 6-7	Sat_231
3105	Bean pyralid 1-6	Sat_351
3105	Bean pyralid 1-6	BE475343
2805	Seed genistein 8-6	Satt200
2516	Seed daidzein 5-2	BARC-040475-07751
3150	Row spacing response 3-3	SSR2277_1
2845	Drought tolerance 6-2	Satt300
2845	Drought tolerance 6-2	Satt471
2845	Drought tolerance 6-2	Satt454
2845	Drought tolerance 6-2	Satt572
2565	Seed oil 30-3	Sat_129
2565	Seed oil 30-3	Satt187
3009	Seed linoleic 8-2	Satt389
2851	Seed palmitic 7-4	Sat_298
2851	Seed palmitic 7-4	Sat_240
2863	Seed oil 36-3	Satt452
2863	Seed oil 36-3	Satt045
2446	Pod dehiscence 3-5	Sct_010
2446	Pod dehiscence 3-5	Satt166
3136	Flooding yield index 1-3	Satt519
2936	Seed weight 36-16	Satt277
2936	Seed weight 36-16	Satt376
2752	Seed weight 33-1	Satt291
2752	Seed weight 33-1	Sat_153
2964	cqSeed phytate-002	Satt561
2900	Seed weight 34-9	Satt382
2900	Seed weight 34-9	Satt211
2804	Seed genistein 8-5	Sat_372
2518	Seed glycitein 5-1	9999
2711	Seed glycitein 7-1	Satt281
2711	Seed glycitein 7-1	Satt291
2907	Seed weight 34-16	Satt307
2907	Seed weight 34-16	Satt277
2412	Seed stearic 5-3	Satt558
2425	Seed set 3-3	Satt388
2908	Seed weight 34-17	Satt615
2908	Seed weight 34-17	Satt301
2819	Seed glycitein 8-12	Sat_372
2467	Seed linoleic 6-6	Satt002
2467	Seed linoleic 6-6	Satt669
2782	Seed isoflavone 7-2	Satt190
3151	Row spacing response 3-4	Sat_097
2427	Seed weight 29-2	Satt212
3155	Phytoph 13-2	BARC-021321-04035
3155	Phytoph 13-2	BARC-007569-00135
2433	SCN 40-1	Sat_157
2433	SCN 40-1	Rhg4
2803	Seed genistein 8-4	Satt190
3108	Seed genistein 10-1	Sat_312
2734	Seed weight 32-3	Satt530
2734	Seed weight 32-3	Satt683
2428	Seed weight 29-3	Satt147
2749	Seed width 3-1	Satt291
2749	Seed width 3-1	Sat_153
2343	Al tolerance 3-1	Sat_128
2665	Seed set 4-2	Satt277
3060	Seed number 4-1	9999
3057	Pod number 6-2	9999
3019	Seed daidzein 9-2	Satt315
3159	Seed protein 34-1	Satt211
2771	Leaflet chlorophyll 1-16	Sat_258
2771	Leaflet chlorophyll 1-16	Satt463
3014	Seed linolenic 11-3	9999
2774	Branching 3-3	Sat_156
2774	Branching 3-3	Satt251
2852	Seed palmitic 7-5	Sat_297
3095	Canopy wilt 2-3	Satt684
3095	Canopy wilt 2-3	Sat_368
3095	Canopy wilt 2-3	Satt276
3095	Canopy wilt 2-3	Satt572
2604	Seed linolenic 9-3	Sat_127
3063	Seed weight 39-2	9999
2274	Sclero 7-1	Sat_312
2274	Sclero 7-1	Sat_238
2274	Sclero 7-1	Satt708
2634	Seed genistein 4-1	Satt063
2644	Seed glycitein 4-5	Satt237
2380	SCN 38-2	Satt275
2380	SCN 38-2	Satt309
2362	Indo soy dwarf virus 1-1	Sat_271
3164	Seed protein 34-6	Satt475
2385	SCN 38-7	Sat_350
2385	SCN 38-7	Satt244
3025	Seed glycitein 9-3	BARC-031375-07086
2416	Plant height 29-2	Satt202
2976	SDS 13-12	K069_1
2976	SDS 13-12	Sat_315
2730	Pod maturity 26-2	Satt442
2730	Pod maturity 26-2	Satt541
3158	Phytoph 13-5	Sct_187
3158	Phytoph 13-5	A681_1
3124	Seed isoflavone 8-2	Satt499
2830	Pubescence density 2-8	Satt302
2504	Pod wall weight 1-6	Satt269
2484	Pod maturity 24-6	Sat_270
2484	Pod maturity 24-6	Satt509
2301	Canopy wilt 1-4	Satt362
2301	Canopy wilt 1-4	Satt072
2551	Sclero 9-3	Satt212
2551	Sclero 9-3	Satt720
2460	Seed oleic 6-11	Satt354
2877	Phytoph 11-8	9999
2871	Phytoph 11-2	Satt632
3168	Seed protein 34-10	Satt143
3168	Seed protein 34-10	Sat_195
2314	Pod weight 1-2	Satt350
2314	Pod weight 1-2	Satt506
2712	Seed glycitein 7-2	Sat_112
2712	Seed glycitein 7-2	Satt691
2832	Pubescence density 2-10	I
3053	First flower 19-1	9999
2707	Seed daidzein 7-3	Sat_279
2529	Phytoph 9-5	Satt301
2529	Phytoph 9-5	Satt574
2529	Phytoph 9-5	Satt514
2772	Branching 3-1	FT1
2882	Phytoph 11-13	9999
2306	Shoot weight 3-1	Satt241
2306	Shoot weight 3-1	Satt345
2288	Seed tocopherol, gamma 1-8	Satt280
3071	Seed yield 27-3	Sat_117
2508	Pod wall to Pod weight ratio 1-4	GMABAB
2508	Pod wall to Pod weight ratio 1-4	Satt022
2546	SCN 39-10	Sat_140
2388	Seed oil 29-1	Satt578
2586	Seed oleic 7-1	Satt590
2674	Seed, beginning 3-2	Satt277
3046	Seed coat cracking 3-7	Sct_010
3046	Seed coat cracking 3-7	Satt166
2846	Drought tolerance 6-3	Satt478
2846	Drought tolerance 6-3	Satt581
2537	SCN 39-1	Satt187
2537	SCN 39-1	AW132402
3230	Seed oil 38-3	Satt005
3231	Seed oil 38-4	Sat_120
3190	Phytoph 14-10	Sat_268
3201	Seed yield 28-7	Satt273
3284	Pod maturity 30-1	Satt317
3284	Pod maturity 30-1	Satt302
3249	Root nodule weight, dry 1-1	Satt587
3249	Root nodule weight, dry 1-1	Satt354
3200	Seed yield 28-6	Satt162
3179	Seed oil 37-10	Satt001
3179	Seed oil 37-10	Satt273
3228	Seed oil 38-1	Satt364
3232	Seed protein 35-1	Satt277
3218	Lodging 27-6	Sat_120
3270	Pod maturity 29-4	BARC-021991-04246
3219	Plant height 35-1	Satt277
3193	Rag 4-2	Satt586
3193	Rag 4-2	Satt649
3287	Seed weight 41-2	Satt510
3287	Seed weight 41-2	Satt335
3277	Lodging 26-3	Satt179
3285	Plant height 36-1	Satt317
3285	Plant height 36-1	Satt302
3240	Whitefly resistance 1-5	Satt236
3240	Whitefly resistance 1-5	Sat_271
3221	Plant height 35-3	Sat_126
3216	Lodging 27-4	Sat_126
3205	Seed yield 28-11	Sat_120
3247	Shoot weight, dry 2-1	Satt573
3247	Shoot weight, dry 2-1	Satt185
3192	Rag 4-1	Satt100
3174	Seed oil 37-5	Satt317
3174	Seed oil 37-5	Satt302
3250	Phomopsis seed decay 3-1	Satt100
3250	Phomopsis seed decay 3-1	Satt460
3203	Seed yield 28-9	Satt259
3275	Lodging 26-1	Satt117
3214	Lodging 27-2	Satt277
3207	Pod maturity 28-1	Satt005
3207	Pod maturity 28-1	Satt600
3252	Pod maturity 32-1	Satt294
3252	Pod maturity 32-1	Sct_191
3280	Seed protein 33-2	Satt510
3280	Seed protein 33-2	Satt335
3213	Lodging 27-1	Satt139
3225	Seed weight 40-2	Satt277
3222	Plant height 35-4	Satt259
3239	Whitefly resistance 1-4	Satt619
3239	Whitefly resistance 1-4	Satt545
3175	Seed oil 37-6	Satt182
3175	Seed oil 37-6	Satt523
3281	Seed protein 33-3	Satt001
3281	Seed protein 33-3	Satt273
3198	Seed yield 28-4	Satt100
3258	Seed yield 30-4	Satt257
3266	Plant height 34-8	Sat_117
3211	Pod maturity 28-5	Sat_126
3197	Seed yield 28-3	Satt277
3257	Seed yield 30-3	Sat_117
3194	Rag 4-3	Satt114
3184	Phytoph 14-4	Satt351
3181	Phytoph 14-1	Satt439
3282	Seed protein 33-4	Satt182
3282	Seed protein 33-4	Satt523
3243	Whitefly resistance 1-8	Sat_326
3206	Seed yield 28-12	Sat_341
3226	Seed weight 40-3	Satt100
3186	Phytoph 14-6	A078_1
3171	Seed oil 37-2	Satt129
3223	Plant height 35-5	Satt005
3265	Plant height 34-7	BARC-021991-04246
3227	Seed weight 40-4	Satt273
3209	Pod maturity 28-3	Satt277
3254	Pod maturity 32-3	Sat_038
3254	Pod maturity 32-3	Satt243
3259	Plant height 34-1	Satt257
3245	Nodule number 1-2	Satt573
3245	Nodule number 1-2	Satt185
3187	Phytoph 14-7	Satt578
3273	Pod maturity 29-7	Satt230
3215	Lodging 27-3	Satt100
3177	Seed oil 37-8	Satt490
3177	Seed oil 37-8	Satt335
3176	Seed oil 37-7	Satt510
3176	Seed oil 37-7	Satt335
3251	Phomopsis seed decay 3-2	Sat_038
3251	Phomopsis seed decay 3-2	Satt243
3246	Nodule number 1-3	Satt587
3246	Nodule number 1-3	Satt354
3289	Seed yield 29-2	Satt132
3224	Seed weight 40-1	Sat_120
3185	Phytoph 14-5	Satt009
3236	Whitefly resistance 1-1	Satt071
3236	Whitefly resistance 1-1	Satt147
3286	Seed weight 41-1	Satt317
3286	Seed weight 41-1	Satt302
3204	Seed yield 28-10	Satt005
3204	Seed yield 28-10	Satt600
3244	Nodule number 1-1	Satt509
3244	Nodule number 1-1	Satt251
3196	Seed yield 28-2	Satt139
3256	Seed yield 30-2	BARC-030765-06943
3183	Phytoph 14-3	OPAD08
3182	Phytoph 14-2	Sat_133
3260	Plant height 34-2	OPAD08
3264	Plant height 34-6	L191_1
3180	Seed oil 37-11	Satt323
3180	Seed oil 37-11	Satt463
3261	Plant height 34-3	Satt266
3261	Plant height 34-3	Satt600
3261	Plant height 34-3	Satt644
3172	Seed oil 37-3	Sat_020
3208	Pod maturity 28-2	Satt139
3253	Pod maturity 32-2	Satt134
3253	Pod maturity 32-2	Satt100
3278	Lodging 26-4	Sct_186
3268	Pod maturity 29-2	BARC-041421-07980
3241	Whitefly resistance 1-6	Satt654
3241	Whitefly resistance 1-6	Sct_065
3212	Pod maturity 28-6	Satt259
3189	Phytoph 14-9	Satt384
3279	Seed protein 33-1	Satt317
3279	Seed protein 33-1	Satt302
3195	Seed yield 28-1	Satt364
3195	Seed yield 28-1	Satt591
3255	Seed yield 30-1	BARC-028321-05831
3242	Whitefly resistance 1-7	Sat_326
3276	Lodging 26-2	Satt394
3262	Plant height 34-4	BARC-030765-06943
3178	Seed oil 37-9	Satt215
3178	Seed oil 37-9	Satt132
3233	Seed protein 35-2	Satt100
3234	Seed protein 35-3	Satt162
3173	Seed oil 37-4	Satt066
3248	Shoot weight, dry 2-2	Satt232
3248	Shoot weight, dry 2-2	Satt418
3269	Pod maturity 29-3	B124_1
3237	Whitefly resistance 1-2	Satt604
3237	Whitefly resistance 1-2	Satt041
3188	Phytoph 14-8	Satt463
3272	Pod maturity 29-6	Satt257
