#Genetic Marker	Linkage Group	Position
BARCSOYSSR_07_0847	GmComposite2003_M	76.41
Satt655	GmComposite2003_M	76.41
Sat_288	GmComposite2003_M	76.41
Satt680	GmComposite2003_M	77.19
BARCSOYSSR_07_0959	GmComposite2003_M	77.19
BARCSOYSSR_07_0825	GmComposite2003_M	77.23
AF186183	GmComposite2003_M	77.23
BE823543	GmComposite2003_M	78.37
BARCSOYSSR_07_1018	GmComposite2003_M	78.37
SSR2307_1	GmComposite2003_M	78.40
BARCSOYSSR_07_1117	GmComposite2003_M	80.01
Satt306	GmComposite2003_M	80.01
Satt728	GmComposite2003_M	80.90
Sat_422	GmComposite2003_M	80.97
SSR2331_1	GmComposite2003_M	81.50
E043_1	GmComposite2003_M	82.65
SSR0117_1	GmComposite2003_M	83.20
Satt697	GmComposite2003_M	85.34
Mng186_1	GmComposite2003_M	85.43
SSR3528_1	GmComposite2003_M	88.70
K070_1	GmComposite2003_M	90.92
BLT025_2	GmComposite2003_M	93.94
Satt551	GmComposite2003_M	95.44
BARCSOYSSR_07_1237	GmComposite2003_M	95.44
M121_1	GmComposite2003_M	96.22
L2	GmComposite2003_N	0.00
A071_3	GmComposite2003_N	10.16
A071_4	GmComposite2003_N	10.26
A071_6	GmComposite2003_N	10.40
AC_telo	GmComposite2003_N	10.88
BARCSOYSSR_03_1540	GmComposite2003_N	102.05
Satt022	GmComposite2003_N	102.05
BARC-065687-19660	GmComposite2003_N	102.20
BARC-014699-01621	GmComposite2003_N	102.47
Sat_125	GmComposite2003_N	103.33
BARCSOYSSR_03_1546	GmComposite2003_N	103.33
BARC-060031-16308	GmComposite2003_N	107.09
K494_1	GmComposite2003_N	108.00
A455_2	GmComposite2003_N	113.49
OF04_1600	GmComposite2003_N	114.00
A363_3	GmComposite2003_N	116.67
OC01_650	GmComposite2003_N	136.00
BARC-055149-13089	GmComposite2003_N	15.85
Rps7	GmComposite2003_N	16.01
R022_1	GmComposite2003_N	16.66
BARCSOYSSR_03_0017	GmComposite2003_N	2.44
Sct_195	GmComposite2003_N	2.44
L050_12	GmComposite2003_N	20.72
SSR3060_1	GmComposite2003_N	21.20
BARC-062759-18042	GmComposite2003_N	21.34
BARC-044643-08744	GmComposite2003_N	22.00
ss244929361	GmComposite2003_N	22.04
BARC-028645-05979	GmComposite2003_N	22.65
Satt152	GmComposite2003_N	22.67
BARCSOYSSR_03_0192	GmComposite2003_N	22.67
OP_N03	GmComposite2003_N	24.80
BLT004_1	GmComposite2003_N	25.49
ss244932961	GmComposite2003_N	25.56
ss244942610	GmComposite2003_N	25.81
BARCSOYSSR_03_0162	GmComposite2003_N	26.13
Satt631	GmComposite2003_N	26.13
Satt159	GmComposite2003_N	27.12
BARCSOYSSR_03_0180	GmComposite2003_N	27.12
ss244947608	GmComposite2003_N	28.04
BARCSOYSSR_03_0226	GmComposite2003_N	28.52
Satt009	GmComposite2003_N	28.52
BARCSOYSSR_03_1150	GmComposite2003_N	29.02
H64N05	GmComposite2003_N	29.02
BARCSOYSSR_03_0257	GmComposite2003_N	29.28
Satt641	GmComposite2003_N	29.28
RGA6a	GmComposite2003_N	29.46
Sat_186	GmComposite2003_N	30.11
BARCSOYSSR_03_0204	GmComposite2003_N	30.11
K418_1	GmComposite2003_N	30.35
A071_2	GmComposite2003_N	30.35
Rps1	GmComposite2003_N	31.50
K395_2	GmComposite2003_N	31.67
OPAC12b	GmComposite2003_N	31.85
BARC-016199-02307	GmComposite2003_N	31.85
ss244980861	GmComposite2003_N	32.04
Satt530	GmComposite2003_N	32.84
BARC-053313-11792	GmComposite2003_N	34.25
gc34_2	GmComposite2003_N	34.40
BARCSOYSSR_03_0430	GmComposite2003_N	34.52
Satt683	GmComposite2003_N	34.52
Satt675	GmComposite2003_N	34.65
BARCSOYSSR_03_0357	GmComposite2003_N	34.65
A280_1	GmComposite2003_N	34.91
BARCSOYSSR_03_0592	GmComposite2003_N	35.32
Satt624	GmComposite2003_N	35.32
SSR0524_1	GmComposite2003_N	35.50
A426_2	GmComposite2003_N	35.56
BARC-055637-13558	GmComposite2003_N	35.77
Sle_003	GmComposite2003_N	35.82
i4_2	GmComposite2003_N	35.97
SSR2423_1	GmComposite2003_N	36.60
Sat_084	GmComposite2003_N	36.86
BARCSOYSSR_03_0413	GmComposite2003_N	36.86
SSR0440_1	GmComposite2003_N	36.90
BARCSOYSSR_03_1150	GmComposite2003_N	37.43
Satt393	GmComposite2003_N	37.43
SSR3887_1	GmComposite2003_N	37.50
SSR2101_1	GmComposite2003_N	37.80
Satt584	GmComposite2003_N	37.98
BARCSOYSSR_03_0442	GmComposite2003_N	37.98
BARCSOYSSR_03_0483	GmComposite2003_N	38.07
Satt485	GmComposite2003_N	38.07
SSR0203_1	GmComposite2003_N	38.20
SSR0247_1	GmComposite2003_N	38.30
ss245026358	GmComposite2003_N	38.50
Sat_166	GmComposite2003_N	38.59
ss245026227	GmComposite2003_N	38.63
ss245025977	GmComposite2003_N	38.67
SSR2871_1	GmComposite2003_N	39.10
SSR2292_1	GmComposite2003_N	39.20
BARC-057823-14942	GmComposite2003_N	39.34
Sat_208	GmComposite2003_N	39.34
BARCSOYSSR_03_0586	GmComposite2003_N	39.34
BLT049_1	GmComposite2003_N	39.89
ss245114421	GmComposite2003_N	39.91
BARCSOYSSR_03_0019	GmComposite2003_N	4.33
Sat_379	GmComposite2003_N	4.33
Bng095_2	GmComposite2003_N	40.14
OP_F13	GmComposite2003_N	40.17
SSR1510_1	GmComposite2003_N	40.40
BARC-061333-17169	GmComposite2003_N	40.63
Satt125	GmComposite2003_N	40.63
BARCSOYSSR_03_0564	GmComposite2003_N	40.63
BARCSOYSSR_03_0842	GmComposite2003_N	40.81
Sat_275	GmComposite2003_N	40.81
Sle2_3	GmComposite2003_N	41.37
Mng456_1	GmComposite2003_N	42.00
RGA6b	GmComposite2003_N	42.11
SSR0469_1	GmComposite2003_N	42.20
OP_U09b	GmComposite2003_N	42.85
mO128_1	GmComposite2003_N	43.04
BARC-013561-01160	GmComposite2003_N	43.15
SSR0309_1	GmComposite2003_N	43.40
Sat_280	GmComposite2003_N	43.45
BARCSOYSSR_03_0983	GmComposite2003_N	43.45
SSR0735_1	GmComposite2003_N	44.00
Satt080	GmComposite2003_N	45.13
BARC-013599-01171	GmComposite2003_N	45.50
SSR3659_1	GmComposite2003_N	46.70
BARCSOYSSR_03_1075	GmComposite2003_N	47.27
Sat_266	GmComposite2003_N	47.27
SSR2942_1	GmComposite2003_N	48.00
L103_1	GmComposite2003_N	49.73
B162_1	GmComposite2003_N	49.77
peG488_2	GmComposite2003_N	51.56
Satt387	GmComposite2003_N	53.25
BARCSOYSSR_03_1109	GmComposite2003_N	53.25
Rpg4	GmComposite2003_N	55.38
BARCSOYSSR_03_1165	GmComposite2003_N	57.59
Sat_236	GmComposite2003_N	57.59
Sat_033	GmComposite2003_N	58.38
BARCSOYSSR_03_0989	GmComposite2003_N	58.38
BARCSOYSSR_03_1302	GmComposite2003_N	59.54
GMABAB	GmComposite2003_N	59.54
SSR1483_1	GmComposite2003_N	65.40
Satt521	GmComposite2003_N	65.45
A808_1	GmComposite2003_N	68.76
Satt549	GmComposite2003_N	70.59
BARCSOYSSR_03_1258	GmComposite2003_N	70.59
S11	GmComposite2003_N	71.90
BARCSOYSSR_03_1275	GmComposite2003_N	72.59
Satt660	GmComposite2003_N	72.59
BLT015_1	GmComposite2003_N	74.49
BARC-017957-02480	GmComposite2003_N	74.50
Satt237	GmComposite2003_N	74.98
BARCSOYSSR_03_1312	GmComposite2003_N	74.98
BARCSOYSSR_03_1307	GmComposite2003_N	75.91
Satt339	GmComposite2003_N	75.91
Satt255	GmComposite2003_N	76.48
BARCSOYSSR_03_1322	GmComposite2003_N	76.48
BARCSOYSSR_03_1356	GmComposite2003_N	77.09
Sat_304	GmComposite2003_N	77.09
SSR2166_1	GmComposite2003_N	77.90
Sat_091	GmComposite2003_N	79.51
BARCSOYSSR_03_1348	GmComposite2003_N	79.51
BARCSOYSSR_03_1387	GmComposite2003_N	79.86
Satt312	GmComposite2003_N	79.86
Sat_285	GmComposite2003_N	81.91
BARCSOYSSR_03_1393	GmComposite2003_N	81.91
G214_18	GmComposite2003_N	82.71
BARCSOYSSR_03_1412	GmComposite2003_N	84.59
Satt234	GmComposite2003_N	84.59
SSR0221_1	GmComposite2003_N	86.40
Sat_239	GmComposite2003_N	87.34
BARCSOYSSR_03_1454	GmComposite2003_N	87.34
BARCSOYSSR_03_1469	GmComposite2003_N	89.37
Sat_241	GmComposite2003_N	89.37
A071_10	GmComposite2003_N	9.66
BARC-028539-05944	GmComposite2003_N	91.94
Satt257	GmComposite2003_N	92.55
BARCSOYSSR_03_1492	GmComposite2003_N	92.55
BARCSOYSSR_03_1493	GmComposite2003_N	93.11
Sat_306	GmComposite2003_N	93.11
Sat_295	GmComposite2003_N	95.00
BARCSOYSSR_03_1431	GmComposite2003_N	95.00
Sat_196	GmComposite2003_O	0.00
BARCSOYSSR_10_0008	GmComposite2003_O	0.00
BARCSOYSSR_10_1339	GmComposite2003_O	100.37
Satt592	GmComposite2003_O	100.37
Legh	GmComposite2003_O	101.03
BARCSOYSSR_10_1395	GmComposite2003_O	104.01
138GA26	GmComposite2003_O	105.40
Satt581	GmComposite2003_O	106.02
BARCSOYSSR_10_1400	GmComposite2003_O	106.02
BARCSOYSSR_10_1394	GmComposite2003_O	106.04
BARC-050013-09288	GmComposite2003_O	106.09
BARCSOYSSR_10_1353	GmComposite2003_O	107.58
Sat_274	GmComposite2003_O	107.58
BARC-043247-08565	GmComposite2003_O	108.54
Sat_038	GmComposite2003_O	112.16
BARCSOYSSR_10_1480	GmComposite2003_O	112.16
A102_2	GmComposite2003_O	114.44
Mng211_1	GmComposite2003_O	116.38
BARCSOYSSR_10_1513	GmComposite2003_O	118.13
Satt153	GmComposite2003_O	118.13
Satt243	GmComposite2003_O	119.50
BARCSOYSSR_10_1517	GmComposite2003_O	119.50
Pgm1	GmComposite2003_O	122.22
BARCSOYSSR_10_1568	GmComposite2003_O	123.43
Sat_307	GmComposite2003_O	123.43
BLT027_1	GmComposite2003_O	123.90
T027_1	GmComposite2003_O	124.16
Mng085_1	GmComposite2003_O	126.37
T010_1	GmComposite2003_O	126.98
Sat_109	GmComposite2003_O	127.50
BARCSOYSSR_10_1620	GmComposite2003_O	127.50
BLT027_4	GmComposite2003_O	127.90
BARCSOYSSR_10_1590	GmComposite2003_O	128.44
Sat_231	GmComposite2003_O	128.44
Sat_108	GmComposite2003_O	129.30
BARCSOYSSR_10_1621	GmComposite2003_O	129.30
Sat_190	GmComposite2003_O	129.80
SSR0278_1	GmComposite2003_O	130.00
SSR4037_1	GmComposite2003_O	133.00
E2	GmComposite2003_O	136.33
SSR1537_1	GmComposite2003_O	137.00
A664_1	GmComposite2003_O	137.67
A955_2	GmComposite2003_O	138.38
BARCSOYSSR_10_0116	GmComposite2003_O	14.17
Satt500	GmComposite2003_O	14.17
SSR2329_1	GmComposite2003_O	16.10
Satt492	GmComposite2003_O	17.25
BARCSOYSSR_10_0122	GmComposite2003_O	17.25
BARCSOYSSR_10_0152	GmComposite2003_O	19.44
Sat_321	GmComposite2003_O	19.44
Satt445	GmComposite2003_O	20.43
BARCSOYSSR_10_0163	GmComposite2003_O	20.43
BARCSOYSSR_10_0166	GmComposite2003_O	20.93
Sat_303	GmComposite2003_O	20.93
A081_1	GmComposite2003_O	21.33
Gly-3	GmComposite2003_O	23.00
ss247085505	GmComposite2003_O	23.36
Sat_318	GmComposite2003_O	24.61
BARCSOYSSR_10_0206	GmComposite2003_O	24.61
Storage_1	GmComposite2003_O	28.30
Gy4	GmComposite2003_O	28.38
G248_1	GmComposite2003_O	28.38
BARCSOYSSR_10_0233	GmComposite2003_O	28.95
BF008905	GmComposite2003_O	28.95
K265_2	GmComposite2003_O	30.51
ss247098566	GmComposite2003_O	33.69
G214_19	GmComposite2003_O	36.14
A882_1	GmComposite2003_O	37.75
Satt653	GmComposite2003_O	38.09
BARCSOYSSR_10_0281	GmComposite2003_O	38.09
BARCSOYSSR_10_0521	GmComposite2003_O	39.25
Sat_145	GmComposite2003_O	39.25
Satt259	GmComposite2003_O	39.82
BARC-022175-04293	GmComposite2003_O	40.50
Satt347	GmComposite2003_O	42.29
BARCSOYSSR_10_0298	GmComposite2003_O	42.29
GM214b	GmComposite2003_O	42.39
L185_2	GmComposite2003_O	43.92
Bng015_1	GmComposite2003_O	45.51
BARC-059863-16170	GmComposite2003_O	46.80
BARCSOYSSR_10_0507	GmComposite2003_O	49.70
Satt420	GmComposite2003_O	49.70
Satt358	GmComposite2003_O	5.44
BARCSOYSSR_10_0068	GmComposite2003_O	5.44
L34842	GmComposite2003_O	50.36
Sat_221	GmComposite2003_O	51.00
BARC-051153-11022	GmComposite2003_O	51.44
BARCSOYSSR_10_0576	GmComposite2003_O	51.90
Sat_291	GmComposite2003_O	51.90
Satt473	GmComposite2003_O	52.11
BARCSOYSSR_10_0978	GmComposite2003_O	52.11
SSR3959_1	GmComposite2003_O	52.90
BARCSOYSSR_10_0767	GmComposite2003_O	53.18
Satt679	GmComposite2003_O	53.18
K011_7	GmComposite2003_O	53.49
Satt466	GmComposite2003_O	53.66
BARCSOYSSR_10_0804	GmComposite2003_O	53.66
BARCSOYSSR_10_0800	GmComposite2003_O	54.20
Satt479	GmComposite2003_O	54.20
Satt585	GmComposite2003_O	54.68
BARCSOYSSR_10_0630	GmComposite2003_O	54.68
SSR4034_1	GmComposite2003_O	54.90
G214_20	GmComposite2003_O	54.99
BARCSOYSSR_10_0687	GmComposite2003_O	55.09
Satt550	GmComposite2003_O	55.09
Satt188	GmComposite2003_O	55.58
BARCSOYSSR_10_0819	GmComposite2003_O	55.58
Satt576	GmComposite2003_O	55.81
BARCSOYSSR_10_0949	GmComposite2003_O	56.13
Satt128	GmComposite2003_O	56.13
Satt608	GmComposite2003_O	56.27
BARCSOYSSR_10_0736	GmComposite2003_O	56.27
BARCSOYSSR_10_0568	GmComposite2003_O	56.58
Satt094	GmComposite2003_O	56.58
BLT049_6	GmComposite2003_O	56.68
Satt633	GmComposite2003_O	56.93
BARCSOYSSR_10_0584	GmComposite2003_O	56.93
BARCSOYSSR_10_0972	GmComposite2003_O	57.02
Satt262	GmComposite2003_O	57.02
OP_L06	GmComposite2003_O	57.73
Satt173	GmComposite2003_O	58.40
SSR1874_1	GmComposite2003_O	58.40
BARCSOYSSR_10_0982	GmComposite2003_O	58.40
BARC-064941-19017	GmComposite2003_O	58.61
BARCSOYSSR_10_0564	GmComposite2003_O	59.43
Satt345	GmComposite2003_O	59.43
Satt241	GmComposite2003_O	59.49
BARCSOYSSR_10_0915	GmComposite2003_O	59.49
SSR0213_1	GmComposite2003_O	60.00
SSR0458_1	GmComposite2003_O	60.00
Bng123_1	GmComposite2003_O	60.38
Sat_193	GmComposite2003_O	61.11
BARCSOYSSR_10_1020	GmComposite2003_O	61.11
SSR2907_1	GmComposite2003_O	61.50
Bng062_1	GmComposite2003_O	61.52
Mng273_1	GmComposite2003_O	62.89
T003_1	GmComposite2003_O	63.62
BARCSOYSSR_10_1028	GmComposite2003_O	63.81
Sat_282	GmComposite2003_O	63.81
BARCSOYSSR_10_1072	GmComposite2003_O	63.99
BARCSOYSSR_10_1072	GmComposite2003_O	63.99
CSSR412	GmComposite2003_O	63.99
GMES0011	GmComposite2003_O	63.99
Satt219	GmComposite2003_O	64.00
DUBC402	GmComposite2003_O	65.84
Sat_341	GmComposite2003_O	67.93
BARCSOYSSR_10_1058	GmComposite2003_O	68.38
Satt563	GmComposite2003_O	68.38
BE801128	GmComposite2003_O	68.97
BARCSOYSSR_10_1072	GmComposite2003_O	68.97
Mng208_1	GmComposite2003_O	70.25
BARCSOYSSR_10_1087	GmComposite2003_O	71.09
Satt478	GmComposite2003_O	71.09
Sat_242	GmComposite2003_O	74.05
BARCSOYSSR_10_1104	GmComposite2003_O	74.05
SSR0210_1	GmComposite2003_O	74.50
A878_1	GmComposite2003_O	78.33
GM004	GmComposite2003_O	8.30
Sat_132	GmComposite2003_O	8.75
SSR0019_1	GmComposite2003_O	81.80
BARCSOYSSR_10_1148	GmComposite2003_O	82.08
Satt477	GmComposite2003_O	82.08
Satt123	GmComposite2003_O	86.86
mQ117_1	GmComposite2003_O	87.77
Bng070_1	GmComposite2003_O	89.98
Satt487	GmComposite2003_O	9.53
BARCSOYSSR_10_0086	GmComposite2003_O	9.53
Satt331	GmComposite2003_O	93.37
SOYLBC	GmComposite2003_O	95.00
L204_5	GmComposite2003_O	95.54
B157_1	GmComposite2003_O	96.01
BARCSOYSSR_05_0178	GmConsensus40_A1	15.45
Satt572	GmConsensus40_A1	15.45
Sat_368	GmConsensus40_A1	16.35
BARCSOYSSR_05_0149	GmConsensus40_A1	16.35
BARCSOYSSR_05_0179	GmConsensus40_A1	18.91
Satt276	GmConsensus40_A1	18.91
Satt165	GmConsensus40_A1	22.68
BARCSOYSSR_05_0307	GmConsensus40_A1	22.68
BARCSOYSSR_05_0405	GmConsensus40_A1	24.71
Satt593	GmConsensus40_A1	24.71
SSR3340	GmConsensus40_A1	24.71
Satt382	GmConsensus40_A1	25.96
BARCSOYSSR_05_0319	GmConsensus40_A1	25.96
BARCSOYSSR_05_0514	GmConsensus40_A1	26.16
Satt625	GmConsensus40_A1	26.16
Satt471	GmConsensus40_A1	26.81
BARCSOYSSR_05_0505	GmConsensus40_A1	26.81
BARCSOYSSR_05_0517	GmConsensus40_A1	27.02
Satt449	GmConsensus40_A1	27.02
Satt526	GmConsensus40_A1	27.27
BARCSOYSSR_05_0530	GmConsensus40_A1	27.27
BARCSOYSSR_05_0648	GmConsensus40_A1	27.42
Sat_371	GmConsensus40_A1	27.42
Satt454	GmConsensus40_A1	27.48
SSR2937	GmConsensus40_A1	27.48
BARCSOYSSR_05_0609	GmConsensus40_A1	27.48
BARCSOYSSR_05_0649	GmConsensus40_A1	27.75
Sat_369	GmConsensus40_A1	27.75
Sat_410	GmConsensus40_A1	27.86
BARCSOYSSR_05_0516	GmConsensus40_A1	27.86
BARCSOYSSR_05_0427	GmConsensus40_A1	28.30
Satt248	GmConsensus40_A1	28.30
Satt364	GmConsensus40_A1	28.82
BARCSOYSSR_05_0581	GmConsensus40_A1	28.82
BARCSOYSSR_05_0747	GmConsensus40_A1	29.49
Sat_265	GmConsensus40_A1	29.49
Sat_137	GmConsensus40_A1	3.63
BARCSOYSSR_05_0046	GmConsensus40_A1	3.63
BARCSOYSSR_05_0721	GmConsensus40_A1	30.60
AZ536570	GmConsensus40_A1	30.60
Sat_385	GmConsensus40_A1	31.13
BARCSOYSSR_05_0720	GmConsensus40_A1	31.13
BARCSOYSSR_05_0722	GmConsensus40_A1	31.15
Sat_384	GmConsensus40_A1	31.15
Satt591	GmConsensus40_A1	31.29
BARCSOYSSR_05_0723	GmConsensus40_A1	31.29
BARCSOYSSR_05_0759	GmConsensus40_A1	32.69
Satt155	GmConsensus40_A1	32.69
Satt717	GmConsensus40_A1	47.23
BARCSOYSSR_05_0992	GmConsensus40_A1	47.23
BARCSOYSSR_05_0991	GmConsensus40_A1	47.78
Sat_407	GmConsensus40_A1	47.78
Satt684	GmConsensus40_A1	5.85
BARCSOYSSR_05_0085	GmConsensus40_A1	5.85
BARCSOYSSR_05_1021	GmConsensus40_A1	50.27
Satt648	GmConsensus40_A1	50.27
Sat_171	GmConsensus40_A1	51.62
BARCSOYSSR_05_1022	GmConsensus40_A1	51.62
BARCSOYSSR_05_1078	GmConsensus40_A1	57.25
SOYNOD26A	GmConsensus40_A1	57.25
Satt385	GmConsensus40_A1	58.47
BARCSOYSSR_05_1084	GmConsensus40_A1	58.47
BARCSOYSSR_05_1115	GmConsensus40_A1	59.24
Satt619	GmConsensus40_A1	59.24
Satt545	GmConsensus40_A1	62.70
BARCSOYSSR_05_1134	GmConsensus40_A1	62.70
BARCSOYSSR_05_1191	GmConsensus40_A1	69.04
Sat_267	GmConsensus40_A1	69.04
Satt258	GmConsensus40_A1	77.09
BARCSOYSSR_05_1333	GmConsensus40_A1	77.09
BARCSOYSSR_05_1260	GmConsensus40_A1	77.45
Sat_271	GmConsensus40_A1	77.45
Satt211	GmConsensus40_A1	78.77
BARCSOYSSR_05_1321	GmConsensus40_A1	78.77
BARCSOYSSR_05_1317	GmConsensus40_A1	78.81
Sat_374	GmConsensus40_A1	78.81
Satt225	GmConsensus40_A1	79.30
BARCSOYSSR_05_1330	GmConsensus40_A1	79.30
BARCSOYSSR_05_1365	GmConsensus40_A1	80.04
Satt200	GmConsensus40_A1	80.04
Satt236	GmConsensus40_A1	80.81
BARCSOYSSR_05_1352	GmConsensus40_A1	80.81
BARCSOYSSR_05_1397	GmConsensus40_A1	82.85
Satt174	GmConsensus40_A1	82.85
Satt599	GmConsensus40_A1	84.10
BARCSOYSSR_05_1415	GmConsensus40_A1	84.10
BARCSOYSSR_05_1252	GmConsensus40_A1	85.79
Sat_217	GmConsensus40_A1	85.79
Sat_383	GmConsensus40_A2	0.00
BARCSOYSSR_08_0014	GmConsensus40_A2	0.00
BARCSOYSSR_08_1226	GmConsensus40_A2	100.07
Satt158	GmConsensus40_A2	100.07
Satt421	GmConsensus40_A2	101.23
BARCSOYSSR_08_1321	GmConsensus40_A2	101.23
BARCSOYSSR_08_1240	GmConsensus40_A2	101.57
Sat_378	GmConsensus40_A2	101.57
Sat_377	GmConsensus40_A2	101.58
BARCSOYSSR_08_1244	GmConsensus40_A2	101.58
BARCSOYSSR_08_1245	GmConsensus40_A2	101.58
Satt707	GmConsensus40_A2	101.58
Sat_382	GmConsensus40_A2	101.71
BARCSOYSSR_08_1246	GmConsensus40_A2	101.71
BARCSOYSSR_08_1361	GmConsensus40_A2	101.75
Satt470	GmConsensus40_A2	101.75
Sat_040	GmConsensus40_A2	103.39
BARCSOYSSR_08_1480	GmConsensus40_A2	103.39
BARCSOYSSR_08_1494	GmConsensus40_A2	104.26
Satt333	GmConsensus40_A2	104.26
Sat_097	GmConsensus40_A2	104.54
BARCSOYSSR_08_1502	GmConsensus40_A2	104.54
BARCSOYSSR_08_1557	GmConsensus40_A2	107.64
Sat_138	GmConsensus40_A2	107.64
Satt133	GmConsensus40_A2	110.38
BARCSOYSSR_08_1530	GmConsensus40_A2	110.38
BARCSOYSSR_08_1637	GmConsensus40_A2	115.03
Satt455	GmConsensus40_A2	115.03
Sat_294	GmConsensus40_A2	116.84
BARCSOYSSR_08_1679	GmConsensus40_A2	116.84
BARCSOYSSR_08_1811	GmConsensus40_A2	133.77
Satt228	GmConsensus40_A2	133.77
Sat_347	GmConsensus40_A2	135.78
BARCSOYSSR_08_1873	GmConsensus40_A2	135.78
BARCSOYSSR_08_1890	GmConsensus40_A2	137.26
Satt538	GmConsensus40_A2	137.26
Satt429	GmConsensus40_A2	139.38
BARCSOYSSR_08_1876	GmConsensus40_A2	139.38
BARCSOYSSR_08_1910	GmConsensus40_A2	143.65
Satt378	GmConsensus40_A2	143.65
Sat_319	GmConsensus40_A2	21.93
BARCSOYSSR_08_0247	GmConsensus40_A2	21.93
BARCSOYSSR_08_0216	GmConsensus40_A2	22.81
Satt480	GmConsensus40_A2	22.81
Satt207	GmConsensus40_A2	23.82
BARCSOYSSR_08_0206	GmConsensus40_A2	23.82
BARCSOYSSR_08_0204	GmConsensus40_A2	24.08
Sat_406	GmConsensus40_A2	24.08
Satt493	GmConsensus40_A2	30.18
BARCSOYSSR_08_0262	GmConsensus40_A2	30.18
BARCSOYSSR_08_0273	GmConsensus40_A2	30.52
Satt589	GmConsensus40_A2	30.52
BE820148	GmConsensus40_A2	31.21
BARCSOYSSR_08_0270	GmConsensus40_A2	31.21
BARCSOYSSR_08_0310	GmConsensus40_A2	32.50
Sat_181	GmConsensus40_A2	32.50
Sat_409	GmConsensus40_A2	32.94
BARCSOYSSR_08_0305	GmConsensus40_A2	32.94
BARCSOYSSR_08_0371	GmConsensus40_A2	38.87
Satt315	GmConsensus40_A2	38.87
Sat_400	GmConsensus40_A2	43.85
BARCSOYSSR_08_0441	GmConsensus40_A2	43.85
BARCSOYSSR_08_0454	GmConsensus40_A2	46.28
Satt632	GmConsensus40_A2	46.28
Sat_157	GmConsensus40_A2	46.35
BARCSOYSSR_08_0460	GmConsensus40_A2	46.35
BARCSOYSSR_08_0458	GmConsensus40_A2	46.56
Sat_162	GmConsensus40_A2	46.56
Sat_215	GmConsensus40_A2	47.87
BARCSOYSSR_08_0506	GmConsensus40_A2	47.87
BARCSOYSSR_08_0503	GmConsensus40_A2	49.86
Satt187	GmConsensus40_A2	49.86
Sat_212	GmConsensus40_A2	50.66
BARCSOYSSR_08_0499	GmConsensus40_A2	50.66
BARCSOYSSR_08_0556	GmConsensus40_A2	52.57
GMENOD2B	GmConsensus40_A2	52.57
Satt424	GmConsensus40_A2	53.55
BARCSOYSSR_08_0579	GmConsensus40_A2	53.55
BARCSOYSSR_08_0651	GmConsensus40_A2	61.44
AW132402	GmConsensus40_A2	61.44
CSSR571	GmConsensus40_A2	61.44
CSSR574	GmConsensus40_A2	61.44
GMES2791	GmConsensus40_A2	61.44
Satt341	GmConsensus40_A2	66.86
BARCSOYSSR_08_0724	GmConsensus40_A2	66.86
BARCSOYSSR_08_0064	GmConsensus40_A2	7.43
Satt390	GmConsensus40_A2	7.43
Sat_199	GmConsensus40_A2	70.95
BARCSOYSSR_08_0849	GmConsensus40_A2	70.95
BARCSOYSSR_08_0818	GmConsensus40_A2	72.19
Sat_129	GmConsensus40_A2	72.19
Sat_233	GmConsensus40_A2	72.78
BARCSOYSSR_08_0879	GmConsensus40_A2	72.78
BARCSOYSSR_08_0858	GmConsensus40_A2	74.74
Satt089	GmConsensus40_A2	74.74
Satt377	GmConsensus40_A2	77.51
BARCSOYSSR_08_0909	GmConsensus40_A2	77.51
BARCSOYSSR_08_0948	GmConsensus40_A2	83.61
GMES4727	GmConsensus40_A2	83.61
Satt525	GmConsensus40_A2	83.61
Satt233	GmConsensus40_A2	85.79
BARCSOYSSR_08_0960	GmConsensus40_A2	85.79
BARCSOYSSR_08_1045	GmConsensus40_A2	91.10
Sat_250	GmConsensus40_A2	91.10
Sat_392	GmConsensus40_A2	91.60
BARCSOYSSR_08_1032	GmConsensus40_A2	91.60
BARCSOYSSR_08_1127	GmConsensus40_A2	94.97
Satt327	GmConsensus40_A2	94.97
Satt508	GmConsensus40_A2	95.73
BARCSOYSSR_08_1164	GmConsensus40_A2	95.73
BARCSOYSSR_08_1162	GmConsensus40_A2	96.54
Sat_310	GmConsensus40_A2	96.54
Satt329	GmConsensus40_A2	96.80
BARCSOYSSR_08_1142	GmConsensus40_A2	96.80
BARCSOYSSR_08_1216	GmConsensus40_A2	97.59
Sat_232	GmConsensus40_A2	97.59
BARCSOYSSR_11_1468	GmConsensus40_B1	108.41
Satt453	GmConsensus40_B1	108.41
AQ851479	GmConsensus40_B1	109.34
BARCSOYSSR_11_1443	GmConsensus40_B1	109.34
BARCSOYSSR_11_1469	GmConsensus40_B1	110.73
Sat_331	GmConsensus40_B1	110.73
Sat_272	GmConsensus40_B1	18.03
BARCSOYSSR_11_0142	GmConsensus40_B1	18.03
BARCSOYSSR_11_0227	GmConsensus40_B1	25.64
Sat_270	GmConsensus40_B1	25.64
Satt426	GmConsensus40_B1	31.43
BARCSOYSSR_11_0313	GmConsensus40_B1	31.43
BARCSOYSSR_11_0342	GmConsensus40_B1	37.47
Satt509	GmConsensus40_B1	37.47
Sat_261	GmConsensus40_B1	38.04
BARCSOYSSR_11_0326	GmConsensus40_B1	38.04
BARCSOYSSR_11_0375	GmConsensus40_B1	38.80
Satt251	GmConsensus40_B1	38.80
Satt638	GmConsensus40_B1	40.95
