#Genetic Marker	Linkage Group	Position
BARCSOYSSR_11_0380	GmConsensus40_B1	40.95
BARCSOYSSR_11_0482	GmConsensus40_B1	49.07
Satt197	GmConsensus40_B1	49.07
Sat_247	GmConsensus40_B1	52.06
BARCSOYSSR_11_0496	GmConsensus40_B1	52.06
BARCSOYSSR_11_0544	GmConsensus40_B1	53.87
Sat_128	GmConsensus40_B1	53.87
Sat_149	GmConsensus40_B1	54.61
BARCSOYSSR_11_0543	GmConsensus40_B1	54.61
BARCSOYSSR_11_0688	GmConsensus40_B1	64.49
Satt519	GmConsensus40_B1	64.49
Sat_348	GmConsensus40_B1	72.09
BARCSOYSSR_11_0828	GmConsensus40_B1	72.09
BARCSOYSSR_11_0839	GmConsensus40_B1	74.21
Satt597	GmConsensus40_B1	74.21
Satt332	GmConsensus40_B1	79.79
BARCSOYSSR_11_0936	GmConsensus40_B1	79.79
BARCSOYSSR_11_1167	GmConsensus40_B1	80.43
Satt415	GmConsensus40_B1	80.43
Sat_095	GmConsensus40_B1	80.54
BARCSOYSSR_11_1065	GmConsensus40_B1	80.54
BARCSOYSSR_11_1022	GmConsensus40_B1	81.43
Satt430	GmConsensus40_B1	81.43
Sat_364	GmConsensus40_B1	83.86
BARCSOYSSR_11_1138	GmConsensus40_B1	83.86
BARCSOYSSR_11_1225	GmConsensus40_B1	84.70
Satt444	GmConsensus40_B1	84.70
Satt665	GmConsensus40_B1	91.55
BARCSOYSSR_11_1324	GmConsensus40_B1	91.55
BARCSOYSSR_11_1373	GmConsensus40_B1	93.14
Satt359	GmConsensus40_B1	93.14
Sat_123	GmConsensus40_B1	96.15
BARCSOYSSR_11_1355	GmConsensus40_B1	96.15
BARCSOYSSR_14_0096	GmConsensus40_B2	10.95
Sat_264	GmConsensus40_B2	10.95
Satt687	GmConsensus40_B2	100.27
BARCSOYSSR_14_1516	GmConsensus40_B2	100.27
BARCSOYSSR_14_0147	GmConsensus40_B2	15.50
Sat_342	GmConsensus40_B2	15.50
Satt467	GmConsensus40_B2	19.17
BARCSOYSSR_14_0362	GmConsensus40_B2	19.17
BARCSOYSSR_14_0271	GmConsensus40_B2	23.29
Satt126	GmConsensus40_B2	23.29
Sat_287	GmConsensus40_B2	26.64
BARCSOYSSR_14_0281	GmConsensus40_B2	26.64
BARCSOYSSR_14_0440	GmConsensus40_B2	43.15
GMES0711	GmConsensus40_B2	43.15
Sct_034	GmConsensus40_B2	43.15
Satt416	GmConsensus40_B2	45.66
BARCSOYSSR_14_0485	GmConsensus40_B2	45.66
BARCSOYSSR_14_0463	GmConsensus40_B2	46.87
Satt168	GmConsensus40_B2	46.87
Satt577	GmConsensus40_B2	5.47
BARCSOYSSR_14_0036	GmConsensus40_B2	5.47
BARCSOYSSR_14_0051	GmConsensus40_B2	5.88
Sat_177	GmConsensus40_B2	5.88
Satt304	GmConsensus40_B2	56.09
BARCSOYSSR_14_0646	GmConsensus40_B2	56.09
BARCSOYSSR_14_0663	GmConsensus40_B2	56.81
Sat_355	GmConsensus40_B2	56.81
Satt601	GmConsensus40_B2	58.35
BARCSOYSSR_14_0920	GmConsensus40_B2	58.35
BARCSOYSSR_14_0919	GmConsensus40_B2	59.99
Sat_182	GmConsensus40_B2	59.99
Satt020	GmConsensus40_B2	62.76
BARCSOYSSR_14_1160	GmConsensus40_B2	62.76
BARCSOYSSR_14_0682	GmConsensus40_B2	62.91
Sat_083	GmConsensus40_B2	62.91
Satt556	GmConsensus40_B2	63.25
BARCSOYSSR_14_1110	GmConsensus40_B2	63.25
BARCSOYSSR_14_1033	GmConsensus40_B2	63.36
Satt474	GmConsensus40_B2	63.36
Satt122	GmConsensus40_B2	63.44
BARCSOYSSR_14_1056	GmConsensus40_B2	63.44
BARCSOYSSR_14_1036	GmConsensus40_B2	63.46
Sat_189	GmConsensus40_B2	63.46
Sat_230	GmConsensus40_B2	63.48
BARCSOYSSR_14_1169	GmConsensus40_B2	63.48
BARCSOYSSR_14_1088	GmConsensus40_B2	63.67
Sct_094	GmConsensus40_B2	63.67
Satt534	GmConsensus40_B2	75.73
BARCSOYSSR_14_1316	GmConsensus40_B2	75.73
BARCSOYSSR_14_1302	GmConsensus40_B2	77.78
Sct_064	GmConsensus40_B2	77.78
AW620774	GmConsensus40_B2	78.09
BARCSOYSSR_14_1341	GmConsensus40_B2	78.09
BARCSOYSSR_14_1364	GmConsensus40_B2	80.78
Satt063	GmConsensus40_B2	80.78
Satt560	GmConsensus40_B2	86.76
BARCSOYSSR_14_1421	GmConsensus40_B2	86.76
BARCSOYSSR_14_1377	GmConsensus40_B2	90.60
Sat_424	GmConsensus40_B2	90.60
Satt726	GmConsensus40_B2	91.06
BARCSOYSSR_14_1382	GmConsensus40_B2	91.06
BARCSOYSSR_04_0025	GmConsensus40_C1	0.00
Sct_186	GmConsensus40_C1	0.00
Satt396	GmConsensus40_C1	10.45
BARCSOYSSR_04_0143	GmConsensus40_C1	10.45
BARCSOYSSR_04_1369	GmConsensus40_C1	100.19
Satt524	GmConsensus40_C1	100.19
Satt338	GmConsensus40_C1	101.22
BARCSOYSSR_04_1362	GmConsensus40_C1	101.22
BARCSOYSSR_04_1382	GmConsensus40_C1	104.01
Satt682	GmConsensus40_C1	104.01
Satt180	GmConsensus40_C1	105.09
BARCSOYSSR_04_1379	GmConsensus40_C1	105.09
BARCSOYSSR_04_1406	GmConsensus40_C1	109.23
Satt164	GmConsensus40_C1	109.23
Satt194	GmConsensus40_C1	13.37
BARCSOYSSR_04_0125	GmConsensus40_C1	13.37
BARCSOYSSR_04_0170	GmConsensus40_C1	17.19
Sat_367	GmConsensus40_C1	17.19
Satt690	GmConsensus40_C1	2.11
BARCSOYSSR_04_0026	GmConsensus40_C1	2.11
BARCSOYSSR_04_0035	GmConsensus40_C1	2.97
SOYGPATR	GmConsensus40_C1	2.97
Sat_337	GmConsensus40_C1	20.97
BARCSOYSSR_04_0228	GmConsensus40_C1	20.97
BARCSOYSSR_04_0278	GmConsensus40_C1	30.53
Sat_140	GmConsensus40_C1	30.53
Satt578	GmConsensus40_C1	40.86
BARCSOYSSR_04_0416	GmConsensus40_C1	40.86
BARCSOYSSR_04_0430	GmConsensus40_C1	43.17
Satt607	GmConsensus40_C1	43.17
Satt646	GmConsensus40_C1	46.01
BARCSOYSSR_04_0460	GmConsensus40_C1	46.01
BARCSOYSSR_04_0034	GmConsensus40_C1	5.74
Satt565	GmConsensus40_C1	5.74
Sat_404	GmConsensus40_C1	50.97
BARCSOYSSR_04_0579	GmConsensus40_C1	50.97
BARCSOYSSR_04_0777	GmConsensus40_C1	51.14
Satt361	GmConsensus40_C1	51.14
Satt661	GmConsensus40_C1	51.42
BARCSOYSSR_04_0521	GmConsensus40_C1	51.42
BARCSOYSSR_04_1041	GmConsensus40_C1	51.90
Satt294	GmConsensus40_C1	51.90
Satt190	GmConsensus40_C1	52.23
BARCSOYSSR_04_0659	GmConsensus40_C1	52.23
BARCSOYSSR_04_0881	GmConsensus40_C1	52.71
Satt399	GmConsensus40_C1	52.71
Sat_416	GmConsensus40_C1	53.17
BARCSOYSSR_04_0953	GmConsensus40_C1	53.17
BARCSOYSSR_04_0801	GmConsensus40_C1	53.17
Sat_357	GmConsensus40_C1	53.17
Satt161	GmConsensus40_C1	53.24
BARCSOYSSR_04_0663	GmConsensus40_C1	53.24
BARCSOYSSR_04_0761	GmConsensus40_C1	53.51
Sat_077	GmConsensus40_C1	53.51
AW277661	GmConsensus40_C1	56.28
GMES0002	GmConsensus40_C1	56.28
BARCSOYSSR_04_0875	GmConsensus40_C1	56.28
BARCSOYSSR_04_1062	GmConsensus40_C1	56.46
Satt476	GmConsensus40_C1	56.46
Sat_322	GmConsensus40_C1	57.76
BARCSOYSSR_04_0728	GmConsensus40_C1	57.76
BARCSOYSSR_04_1072	GmConsensus40_C1	58.35
Sat_042	GmConsensus40_C1	58.35
Satt195	GmConsensus40_C1	60.39
BARCSOYSSR_04_1068	GmConsensus40_C1	60.39
BARCSOYSSR_04_1140	GmConsensus40_C1	63.13
Satt670	GmConsensus40_C1	63.13
Sat_207	GmConsensus40_C1	64.69
BARCSOYSSR_04_1152	GmConsensus40_C1	64.69
BARCSOYSSR_04_1172	GmConsensus40_C1	66.04
Sat_311	GmConsensus40_C1	66.04
Satt713	GmConsensus40_C1	67.33
BARCSOYSSR_04_1167	GmConsensus40_C1	67.33
BARCSOYSSR_06_1041	GmConsensus40_C2	102.23
Satt557	GmConsensus40_C2	102.23
Satt708	GmConsensus40_C2	102.45
BARCSOYSSR_06_1367	GmConsensus40_C2	102.45
BARCSOYSSR_06_1202	GmConsensus40_C2	102.94
Satt100	GmConsensus40_C2	102.94
Satt319	GmConsensus40_C2	103.20
BARCSOYSSR_06_1301	GmConsensus40_C2	103.20
BARCSOYSSR_06_1129	GmConsensus40_C2	103.22
Satt489	GmConsensus40_C2	103.22
Sat_312	GmConsensus40_C2	103.32
BARCSOYSSR_06_1255	GmConsensus40_C2	103.32
BARCSOYSSR_06_1059	GmConsensus40_C2	103.38
Satt658	GmConsensus40_C2	103.38
Satt289	GmConsensus40_C2	103.42
BARCSOYSSR_06_1163	GmConsensus40_C2	103.42
BARCSOYSSR_06_1361	GmConsensus40_C2	103.49
Sat_142	GmConsensus40_C2	103.49
Sat_251	GmConsensus40_C2	104.53
BARCSOYSSR_06_1345	GmConsensus40_C2	104.53
BARCSOYSSR_06_1476	GmConsensus40_C2	106.85
Satt079	GmConsensus40_C2	106.85
Satt460	GmConsensus40_C2	106.99
BARCSOYSSR_06_1456	GmConsensus40_C2	106.99
BARCSOYSSR_06_1454	GmConsensus40_C2	107.09
Sat_238	GmConsensus40_C2	107.09
Sct_028	GmConsensus40_C2	109.58
BARCSOYSSR_06_1579	GmConsensus40_C2	109.58
BARCSOYSSR_06_1581	GmConsensus40_C2	109.96
Satt307	GmConsensus40_C2	109.96
Satt202	GmConsensus40_C2	114.18
BARCSOYSSR_06_1680	GmConsensus40_C2	114.18
BARCSOYSSR_06_1629	GmConsensus40_C2	114.94
Satt433	GmConsensus40_C2	114.94
Satt316	GmConsensus40_C2	115.61
BARCSOYSSR_06_1658	GmConsensus40_C2	115.61
BARCSOYSSR_06_1726	GmConsensus40_C2	116.34
Sat_252	GmConsensus40_C2	116.34
Sat_130	GmConsensus40_C2	12.98
BARCSOYSSR_06_0107	GmConsensus40_C2	12.98
BARCSOYSSR_06_1762	GmConsensus40_C2	127.93
Satt371	GmConsensus40_C2	127.93
Satt357	GmConsensus40_C2	133.35
BARCSOYSSR_06_1807	GmConsensus40_C2	133.35
BARCSOYSSR_06_0241	GmConsensus40_C2	25.39
Satt227	GmConsensus40_C2	25.39
Satt640	GmConsensus40_C2	29.63
BARCSOYSSR_06_0268	GmConsensus40_C2	29.63
BARCSOYSSR_06_0283	GmConsensus40_C2	31.78
Sat_062	GmConsensus40_C2	31.78
Satt432	GmConsensus40_C2	37.43
BARCSOYSSR_06_0348	GmConsensus40_C2	37.43
BARCSOYSSR_06_0362	GmConsensus40_C2	38.90
Satt281	GmConsensus40_C2	38.90
Satt681	GmConsensus40_C2	4.98
BARCSOYSSR_06_0028	GmConsensus40_C2	4.98
BARCSOYSSR_06_0386	GmConsensus40_C2	40.87
Satt520	GmConsensus40_C2	40.87
Satt422	GmConsensus40_C2	41.92
BARCSOYSSR_06_0400	GmConsensus40_C2	41.92
BARCSOYSSR_06_0408	GmConsensus40_C2	42.94
Satt291	GmConsensus40_C2	42.94
Satt457	GmConsensus40_C2	52.51
BARCSOYSSR_06_0473	GmConsensus40_C2	52.51
BARCSOYSSR_06_0547	GmConsensus40_C2	57.29
Sat_153	GmConsensus40_C2	57.29
Satt170	GmConsensus40_C2	64.89
BARCSOYSSR_06_0605	GmConsensus40_C2	64.89
BARCSOYSSR_06_0612	GmConsensus40_C2	64.91
Satt305	GmConsensus40_C2	64.91
GMAC7L	GmConsensus40_C2	69.69
BARCSOYSSR_06_0657	GmConsensus40_C2	69.69
BARCSOYSSR_06_0667	GmConsensus40_C2	73.19
Satt322	GmConsensus40_C2	73.19
Satt450	GmConsensus40_C2	80.01
BARCSOYSSR_06_0765	GmConsensus40_C2	80.01
BARCSOYSSR_06_0781	GmConsensus40_C2	84.67
Sat_213	GmConsensus40_C2	84.67
Sat_246	GmConsensus40_C2	84.88
BARCSOYSSR_06_0778	GmConsensus40_C2	84.88
BARCSOYSSR_06_0840	GmConsensus40_C2	89.71
Satt363	GmConsensus40_C2	89.71
Sat_076	GmConsensus40_C2	90.53
BARCSOYSSR_06_0850	GmConsensus40_C2	90.53
BARCSOYSSR_06_0819	GmConsensus40_C2	90.84
Satt376	GmConsensus40_C2	90.84
Satt286	GmConsensus40_C2	92.48
BARCSOYSSR_06_0863	GmConsensus40_C2	92.48
BARCSOYSSR_06_0858	GmConsensus40_C2	92.67
Satt643	GmConsensus40_C2	92.67
Sat_402	GmConsensus40_C2	94.58
BARCSOYSSR_06_0876	GmConsensus40_C2	94.58
BARCSOYSSR_06_0920	GmConsensus40_C2	98.34
Satt277	GmConsensus40_C2	98.34
Satt184	GmConsensus40_D1a	16.13
BARCSOYSSR_01_0088	GmConsensus40_D1a	16.13
BARCSOYSSR_01_0394	GmConsensus40_D1a	29.62
Sat_353	GmConsensus40_D1a	29.62
Satt531	GmConsensus40_D1a	31.67
BARCSOYSSR_01_0206	GmConsensus40_D1a	31.67
BARCSOYSSR_01_1226	GmConsensus40_D1a	36.20
Satt283	GmConsensus40_D1a	36.20
Satt580	GmConsensus40_D1a	36.58
BARCSOYSSR_01_1167	GmConsensus40_D1a	36.58
BARCSOYSSR_01_0966	GmConsensus40_D1a	37.89
Satt295	GmConsensus40_D1a	37.89
Satt370	GmConsensus40_D1a	38.37
BARCSOYSSR_01_1232	GmConsensus40_D1a	38.37
BARCSOYSSR_01_0912	GmConsensus40_D1a	38.79
Satt515	GmConsensus40_D1a	38.79
Sat_346	GmConsensus40_D1a	39.24
BARCSOYSSR_01_0814	GmConsensus40_D1a	39.24
BARCSOYSSR_01_1182	GmConsensus40_D1a	39.73
Satt203	GmConsensus40_D1a	39.73
Satt603	GmConsensus40_D1a	40.15
BARCSOYSSR_01_0907	GmConsensus40_D1a	40.15
BARCSOYSSR_01_1077	GmConsensus40_D1a	40.55
Satt267	GmConsensus40_D1a	40.55
Satt254	GmConsensus40_D1a	40.89
BARCSOYSSR_01_0976	GmConsensus40_D1a	40.89
BARCSOYSSR_01_1008	GmConsensus40_D1a	41.19
Satt179	GmConsensus40_D1a	41.19
AZ302047	GmConsensus40_D1a	41.89
BARCSOYSSR_01_1168	GmConsensus40_D1a	41.89
BARCSOYSSR_01_1031	GmConsensus40_D1a	42.39
Satt383	GmConsensus40_D1a	42.39
Satt402	GmConsensus40_D1a	42.52
BARCSOYSSR_01_1072	GmConsensus40_D1a	42.52
BARCSOYSSR_01_1068	GmConsensus40_D1a	42.57
Sat_201	GmConsensus40_D1a	42.57
Satt320	GmConsensus40_D1a	44.73
BARCSOYSSR_01_0631	GmConsensus40_D1a	44.73
BARCSOYSSR_01_0771	GmConsensus40_D1a	44.79
Satt169	GmConsensus40_D1a	44.79
SSR0250	GmConsensus40_D1a	44.79
Satt482	GmConsensus40_D1a	45.47
BARCSOYSSR_01_0391	GmConsensus40_D1a	45.47
BARCSOYSSR_01_0415	GmConsensus40_D1a	45.81
Sat_159	GmConsensus40_D1a	45.81
Satt532	GmConsensus40_D1a	45.94
BARCSOYSSR_01_0730	GmConsensus40_D1a	45.94
BARCSOYSSR_01_0679	GmConsensus40_D1a	46.09
Satt605	GmConsensus40_D1a	46.09
Satt502	GmConsensus40_D1a	46.29
BARCSOYSSR_01_0686	GmConsensus40_D1a	46.29
BARCSOYSSR_01_1358	GmConsensus40_D1a	47.31
Satt077	GmConsensus40_D1a	47.31
Satt368	GmConsensus40_D1a	47.48
BARCSOYSSR_01_0362	GmConsensus40_D1a	47.48
BARCSOYSSR_01_0773	GmConsensus40_D1a	48.25
Satt321	GmConsensus40_D1a	48.25
Satt548	GmConsensus40_D1a	48.30
SSR3272	GmConsensus40_D1a	48.30
BARCSOYSSR_01_0557	GmConsensus40_D1a	48.30
BARCSOYSSR_01_0669	GmConsensus40_D1a	48.84
Satt221	GmConsensus40_D1a	48.84
Sat_110	GmConsensus40_D1a	49.28
BARCSOYSSR_01_1293	GmConsensus40_D1a	49.28
BARCSOYSSR_01_1297	GmConsensus40_D1a	49.98
Sat_343	GmConsensus40_D1a	49.98
Satt507	GmConsensus40_D1a	50.88
BARCSOYSSR_01_1302	GmConsensus40_D1a	50.88
BARCSOYSSR_01_1355	GmConsensus40_D1a	52.41
Satt468	GmConsensus40_D1a	52.41
Sat_345	GmConsensus40_D1a	53.26
BARCSOYSSR_01_1326	GmConsensus40_D1a	53.26
BARCSOYSSR_01_1353	GmConsensus40_D1a	53.82
Satt439	GmConsensus40_D1a	53.82
Satt436	GmConsensus40_D1a	54.52
BARCSOYSSR_01_1347	GmConsensus40_D1a	54.52
BARCSOYSSR_01_1337	GmConsensus40_D1a	55.42
Satt198	GmConsensus40_D1a	55.42
AW781285	GmConsensus40_D1a	56.59
BARCSOYSSR_01_1409	GmConsensus40_D1a	56.59
BARCSOYSSR_01_1367	GmConsensus40_D1a	57.52
Sat_036	GmConsensus40_D1a	57.52
Sat_332	GmConsensus40_D1a	6.10
BARCSOYSSR_01_0019	GmConsensus40_D1a	6.10
BARCSOYSSR_01_0018	GmConsensus40_D1a	6.74
Sat_413	GmConsensus40_D1a	6.74
Sat_305	GmConsensus40_D1a	72.37
BARCSOYSSR_01_1485	GmConsensus40_D1a	72.37
BARCSOYSSR_01_1483	GmConsensus40_D1a	76.54
Sat_414	GmConsensus40_D1a	76.54
Satt407	GmConsensus40_D1a	87.81
BARCSOYSSR_01_1524	GmConsensus40_D1a	87.81
BARCSOYSSR_01_1571	GmConsensus40_D1a	87.97
Sat_160	GmConsensus40_D1a	87.97
Satt408	GmConsensus40_D1a	90.07
BARCSOYSSR_01_1592	GmConsensus40_D1a	90.07
BARCSOYSSR_01_1633	GmConsensus40_D1a	92.53
Satt147	GmConsensus40_D1a	92.53
Satt129	GmConsensus40_D1a	93.50
BARCSOYSSR_01_1656	GmConsensus40_D1a	93.50
BARCSOYSSR_02_1500	GmConsensus40_D1b	103.25
Satt703	GmConsensus40_D1b	103.25
Satt172	GmConsensus40_D1b	104.14
BARCSOYSSR_02_1548	GmConsensus40_D1b	104.14
BARCSOYSSR_02_1540	GmConsensus40_D1b	105.87
Sat_069	GmConsensus40_D1b	105.87
Sat_183	GmConsensus40_D1b	113.32
BARCSOYSSR_02_1602	GmConsensus40_D1b	113.32
BARCSOYSSR_02_1663	GmConsensus40_D1b	118.62
Satt274	GmConsensus40_D1b	118.62
Sat_198	GmConsensus40_D1b	119.18
BARCSOYSSR_02_1682	GmConsensus40_D1b	119.18
BARCSOYSSR_02_1667	GmConsensus40_D1b	119.51
Satt459	GmConsensus40_D1b	119.51
Sat_289	GmConsensus40_D1b	129.78
BARCSOYSSR_02_1759	GmConsensus40_D1b	129.78
BARCSOYSSR_02_1758	GmConsensus40_D1b	130.20
Sat_415	GmConsensus40_D1b	130.20
Satt271	GmConsensus40_D1b	134.14
BARCSOYSSR_02_1817	GmConsensus40_D1b	134.14
BARCSOYSSR_02_1822	GmConsensus40_D1b	134.65
Sat_283	GmConsensus40_D1b	134.65
Sat_192	GmConsensus40_D1b	135.54
BARCSOYSSR_02_1805	GmConsensus40_D1b	135.54
BARCSOYSSR_02_0106	GmConsensus40_D1b	14.06
Sat_279	GmConsensus40_D1b	14.06
Staga002	GmConsensus40_D1b	140.63
BARCSOYSSR_02_1717	GmConsensus40_D1b	140.63
BARCSOYSSR_02_0182	GmConsensus40_D1b	20.61
Sat_227	GmConsensus40_D1b	20.61
Sat_351	GmConsensus40_D1b	29.38
BARCSOYSSR_02_0263	GmConsensus40_D1b	29.38
BARCSOYSSR_02_0339	GmConsensus40_D1b	34.56
Satt095	GmConsensus40_D1b	34.56
BE021153	GmConsensus40_D1b	37.46
BARCSOYSSR_02_0385	GmConsensus40_D1b	37.46
BARCSOYSSR_02_0492	GmConsensus40_D1b	46.23
Satt157	GmConsensus40_D1b	46.23
Sat_211	GmConsensus40_D1b	46.70
Satt698	GmConsensus40_D1b	46.70
BARCSOYSSR_02_0480	GmConsensus40_D1b	46.70
BARCSOYSSR_02_0478	GmConsensus40_D1b	46.70
BARCSOYSSR_02_0502	GmConsensus40_D1b	47.44
Sat_173	GmConsensus40_D1b	47.44
Satt558	GmConsensus40_D1b	52.98
BARCSOYSSR_02_0555	GmConsensus40_D1b	52.98
BARCSOYSSR_02_0596	GmConsensus40_D1b	55.57
Satt634	GmConsensus40_D1b	55.57
Sat_254	GmConsensus40_D1b	55.79
BARCSOYSSR_02_0578	GmConsensus40_D1b	55.79
BARCSOYSSR_02_0583	GmConsensus40_D1b	58.22
AI856415	GmConsensus40_D1b	58.22
Satt296	GmConsensus40_D1b	61.39
BARCSOYSSR_02_0677	GmConsensus40_D1b	61.39
BARCSOYSSR_02_0676	GmConsensus40_D1b	61.84
Satt542	GmConsensus40_D1b	61.84
Satt266	GmConsensus40_D1b	66.84
BARCSOYSSR_02_0727	GmConsensus40_D1b	66.84
BARCSOYSSR_02_0871	GmConsensus40_D1b	75.87
Sat_423	GmConsensus40_D1b	75.87
Satt290	GmConsensus40_D1b	80.31
BARCSOYSSR_02_0941	GmConsensus40_D1b	80.31
BARCSOYSSR_02_0958	GmConsensus40_D1b	81.40
Satt282	GmConsensus40_D1b	81.40
Satt428	GmConsensus40_D1b	81.46
BARCSOYSSR_02_0846	GmConsensus40_D1b	81.46
BARCSOYSSR_02_0818	GmConsensus40_D1b	82.37
Satt537	GmConsensus40_D1b	82.37
Satt579	GmConsensus40_D1b	82.59
BARCSOYSSR_02_0855	GmConsensus40_D1b	82.59
BARCSOYSSR_02_1106	GmConsensus40_D1b	82.90
Satt141	GmConsensus40_D1b	82.90
Satt506	GmConsensus40_D1b	82.98
BARCSOYSSR_02_1123	GmConsensus40_D1b	82.98
BARCSOYSSR_02_1152	GmConsensus40_D1b	83.09
Sat_089	GmConsensus40_D1b	83.09
Satt350	GmConsensus40_D1b	83.17
BARCSOYSSR_02_1204	GmConsensus40_D1b	83.17
BARCSOYSSR_02_1048	GmConsensus40_D1b	83.26
Satt600	GmConsensus40_D1b	83.26
Satt005	GmConsensus40_D1b	83.41
BARCSOYSSR_02_0998	GmConsensus40_D1b	83.41
BARCSOYSSR_02_1155	GmConsensus40_D1b	83.75
Satt189	GmConsensus40_D1b	83.75
Satt604	GmConsensus40_D1b	83.88
BARCSOYSSR_02_1095	GmConsensus40_D1b	83.88
BARCSOYSSR_02_1030	GmConsensus40_D1b	83.95
Satt611	GmConsensus40_D1b	83.95
Sat_135	GmConsensus40_D1b	84.48
BARCSOYSSR_02_1235	GmConsensus40_D1b	84.48
BARCSOYSSR_02_1257	GmConsensus40_D1b	85.66
Sat_169	GmConsensus40_D1b	85.66
Satt644	GmConsensus40_D1b	87.01
BARCSOYSSR_02_1268	GmConsensus40_D1b	87.01
BARCSOYSSR_02_0878	GmConsensus40_D1b	88.77
Satt412	GmConsensus40_D1b	88.77
Satt041	GmConsensus40_D1b	91.27
BARCSOYSSR_02_1319	GmConsensus40_D1b	91.27
BARCSOYSSR_02_1386	GmConsensus40_D1b	93.94
Satt546	GmConsensus40_D1b	93.94
Sat_139	GmConsensus40_D1b	98.37
BARCSOYSSR_02_1436	GmConsensus40_D1b	98.37
BARCSOYSSR_17_1540	GmConsensus40_D2	100.96
Satt413	GmConsensus40_D2	100.96
Satt031	GmConsensus40_D2	101.18
BARCSOYSSR_17_1534	GmConsensus40_D2	101.18
BARCSOYSSR_17_1545	GmConsensus40_D2	101.51
Satt672	GmConsensus40_D2	101.51
Sat_086	GmConsensus40_D2	104.84
BARCSOYSSR_17_1552	GmConsensus40_D2	104.84
BARCSOYSSR_17_1604	GmConsensus40_D2	110.05
Satt256	GmConsensus40_D2	110.05
Sat_220	GmConsensus40_D2	114.29
BARCSOYSSR_17_1639	GmConsensus40_D2	114.29
BARCSOYSSR_17_1635	GmConsensus40_D2	114.31
Sct_137	GmConsensus40_D2	114.31
Sct_192	GmConsensus40_D2	13.32
BARCSOYSSR_17_0152	GmConsensus40_D2	13.32
BARCSOYSSR_17_0219	GmConsensus40_D2	18.57
Satt328	GmConsensus40_D2	18.57
Satt458	GmConsensus40_D2	24.40
BARCSOYSSR_17_0337	GmConsensus40_D2	24.40
BARCSOYSSR_17_0343	GmConsensus40_D2	25.48
Satt135	GmConsensus40_D2	25.48
Sat_277	GmConsensus40_D2	27.28
BARCSOYSSR_17_0320	GmConsensus40_D2	27.28
BARCSOYSSR_17_0384	GmConsensus40_D2	28.39
Satt014	GmConsensus40_D2	28.39
Sat_284	GmConsensus40_D2	28.92
BARCSOYSSR_17_0370	GmConsensus40_D2	28.92
BARCSOYSSR_17_0444	GmConsensus40_D2	36.12
Satt372	GmConsensus40_D2	36.12
Satt002	GmConsensus40_D2	42.69
BARCSOYSSR_17_0510	GmConsensus40_D2	42.69
BARCSOYSSR_17_0554	GmConsensus40_D2	46.77
Satt154	GmConsensus40_D2	46.77
Satt582	GmConsensus40_D2	47.18
BARCSOYSSR_17_0561	GmConsensus40_D2	47.18
BARCSOYSSR_17_0564	GmConsensus40_D2	48.44
Sat_092	GmConsensus40_D2	48.44
Satt447	GmConsensus40_D2	54.97
BARCSOYSSR_17_0711	GmConsensus40_D2	54.97
BARCSOYSSR_17_0727	GmConsensus40_D2	57.10
Satt208	GmConsensus40_D2	57.10
Satt397	GmConsensus40_D2	58.74
BARCSOYSSR_17_0669	GmConsensus40_D2	58.74
BARCSOYSSR_17_0071	GmConsensus40_D2	6.56
Sat_296	GmConsensus40_D2	6.56
Sat_292	GmConsensus40_D2	62.88
BARCSOYSSR_17_0731	GmConsensus40_D2	62.88
BARCSOYSSR_17_0754	GmConsensus40_D2	63.94
Sat_222	GmConsensus40_D2	63.94
Satt461	GmConsensus40_D2	66.72
BARCSOYSSR_17_0823	GmConsensus40_D2	66.72
BARCSOYSSR_17_0807	GmConsensus40_D2	68.20
Satt389	GmConsensus40_D2	68.20
Sat_333	GmConsensus40_D2	7.47
BARCSOYSSR_17_0105	GmConsensus40_D2	7.47
BARCSOYSSR_17_0966	GmConsensus40_D2	71.19
Sat_114	GmConsensus40_D2	71.19
Sat_209	GmConsensus40_D2	71.29
BARCSOYSSR_17_0894	GmConsensus40_D2	71.29
BARCSOYSSR_17_1080	GmConsensus40_D2	71.55
Satt226	GmConsensus40_D2	71.55
Satt311	GmConsensus40_D2	72.52
BARCSOYSSR_17_0919	GmConsensus40_D2	72.52
BARCSOYSSR_17_0992	GmConsensus40_D2	73.88
Sat_338	GmConsensus40_D2	73.88
Satt514	GmConsensus40_D2	73.91
BARCSOYSSR_17_0930	GmConsensus40_D2	73.91
BARCSOYSSR_17_0986	GmConsensus40_D2	74.12
Sat_194	GmConsensus40_D2	74.12
Satt082	GmConsensus40_D2	74.20
BARCSOYSSR_17_0973	GmConsensus40_D2	74.20
BARCSOYSSR_17_0988	GmConsensus40_D2	74.25
Sat_300	GmConsensus40_D2	74.25
Satt528	GmConsensus40_D2	74.50
BARCSOYSSR_17_0956	GmConsensus40_D2	74.50
BARCSOYSSR_17_1115	GmConsensus40_D2	74.83
Sat_365	GmConsensus40_D2	74.83
Satt574	GmConsensus40_D2	74.96
BARCSOYSSR_17_1164	GmConsensus40_D2	74.96
BARCSOYSSR_17_1131	GmConsensus40_D2	75.34
Satt543	GmConsensus40_D2	75.34
Satt662	GmConsensus40_D2	75.46
BARCSOYSSR_17_1053	GmConsensus40_D2	75.46
