#QTLName	OntologyIdentifier
Pod maturity 1-1	TO:0002661
Pod maturity 1-2	GO:0010154
Pod maturity 1-2	PO:0001040
Pod maturity 1-2	PO:0009010
Pod maturity 1-2	TO:0002661
Pod maturity 1-3	GO:0010154
Pod maturity 1-3	PO:0001040
Pod maturity 1-3	PO:0009010
Pod maturity 1-3	TO:0002661
Pod maturity 1-4	GO:0010154
Pod maturity 1-4	PO:0001040
Pod maturity 1-4	PO:0009010
Pod maturity 1-4	TO:0002661
Pod maturity 1-5	GO:0010154
Pod maturity 1-5	PO:0001040
Pod maturity 1-5	PO:0009010
Pod maturity 1-5	TO:0002661
Pod maturity 10-1	GO:0010154
Pod maturity 10-1	PO:0001040
Pod maturity 10-1	PO:0009010
Pod maturity 10-1	TO:0002661
Pod maturity 10-2	GO:0010154
Pod maturity 10-2	PO:0001040
Pod maturity 10-2	PO:0009010
Pod maturity 10-2	TO:0002661
Pod maturity 10-3	GO:0010154
Pod maturity 10-3	PO:0001040
Pod maturity 10-3	PO:0009010
Pod maturity 10-3	TO:0002661
Pod maturity 10-4	GO:0010154
Pod maturity 10-4	PO:0001040
Pod maturity 10-4	PO:0009010
Pod maturity 10-4	TO:0002661
Pod maturity 11-1	GO:0010154
Pod maturity 11-1	PO:0001040
Pod maturity 11-1	PO:0009010
Pod maturity 11-1	TO:0002661
Pod maturity 12-1	GO:0010154
Pod maturity 12-1	PO:0001040
Pod maturity 12-1	PO:0009010
Pod maturity 12-1	TO:0002661
Pod maturity 13-1	GO:0010154
Pod maturity 13-1	PO:0001040
Pod maturity 13-1	PO:0009010
Pod maturity 13-1	TO:0002661
Pod maturity 13-2	GO:0010154
Pod maturity 13-2	PO:0001040
Pod maturity 13-2	PO:0009010
Pod maturity 13-2	TO:0002661
Pod maturity 13-3	GO:0010154
Pod maturity 13-3	PO:0001040
Pod maturity 13-3	PO:0009010
Pod maturity 13-3	TO:0002661
Pod maturity 13-4	GO:0010154
Pod maturity 13-4	PO:0001040
Pod maturity 13-4	PO:0009010
Pod maturity 13-4	TO:0002661
Pod maturity 13-5	GO:0010154
Pod maturity 13-5	PO:0001040
Pod maturity 13-5	PO:0009010
Pod maturity 13-5	TO:0002661
Pod maturity 13-6	GO:0010154
Pod maturity 13-6	PO:0001040
Pod maturity 13-6	PO:0009010
Pod maturity 13-6	TO:0002661
Pod maturity 13-7	GO:0010154
Pod maturity 13-7	PO:0001040
Pod maturity 13-7	PO:0009010
Pod maturity 13-7	TO:0002661
Pod maturity 13-8	GO:0010154
Pod maturity 13-8	PO:0001040
Pod maturity 13-8	PO:0009010
Pod maturity 13-8	TO:0002661
Pod maturity 14-1	GO:0010154
Pod maturity 14-1	PO:0001040
Pod maturity 14-1	PO:0009010
Pod maturity 14-1	TO:0002661
Pod maturity 14-2	GO:0010154
Pod maturity 14-2	PO:0001040
Pod maturity 14-2	PO:0009010
Pod maturity 14-2	TO:0002661
Pod maturity 14-3	GO:0010154
Pod maturity 14-3	PO:0001040
Pod maturity 14-3	PO:0009010
Pod maturity 14-3	TO:0002661
Pod maturity 14-4	GO:0010154
Pod maturity 14-4	PO:0001040
Pod maturity 14-4	PO:0009010
Pod maturity 14-4	TO:0002661
Pod maturity 15-1	GO:0010154
Pod maturity 15-1	PO:0001040
Pod maturity 15-1	PO:0009010
Pod maturity 15-1	TO:0002661
Pod maturity 15-2	GO:0010154
Pod maturity 15-2	PO:0001040
Pod maturity 15-2	PO:0009010
Pod maturity 15-2	TO:0002661
Pod maturity 15-3	GO:0010154
Pod maturity 15-3	PO:0001040
Pod maturity 15-3	PO:0009010
Pod maturity 15-3	TO:0002661
Pod maturity 15-4	GO:0010154
Pod maturity 15-4	PO:0001040
Pod maturity 15-4	PO:0009010
Pod maturity 15-4	TO:0002661
Pod maturity 16-1	GO:0010154
Pod maturity 16-1	PO:0001040
Pod maturity 16-1	PO:0009010
Pod maturity 16-1	TO:0002661
Pod maturity 16-2	GO:0010154
Pod maturity 16-2	PO:0001040
Pod maturity 16-2	PO:0009010
Pod maturity 16-2	TO:0002661
Pod maturity 16-3	GO:0010154
Pod maturity 16-3	PO:0001040
Pod maturity 16-3	PO:0009010
Pod maturity 16-3	TO:0002661
Pod maturity 16-4	GO:0010154
Pod maturity 16-4	PO:0001040
Pod maturity 16-4	PO:0009010
Pod maturity 16-4	TO:0002661
Pod maturity 17-1	GO:0010154
Pod maturity 17-1	PO:0001040
Pod maturity 17-1	PO:0009010
Pod maturity 17-1	TO:0002661
Pod maturity 17-10	GO:0010154
Pod maturity 17-10	PO:0001040
Pod maturity 17-10	PO:0009010
Pod maturity 17-10	TO:0002661
Pod maturity 17-11	GO:0010154
Pod maturity 17-11	PO:0001040
Pod maturity 17-11	PO:0009010
Pod maturity 17-11	TO:0002661
Pod maturity 17-12	GO:0010154
Pod maturity 17-12	PO:0001040
Pod maturity 17-12	PO:0009010
Pod maturity 17-12	TO:0002661
Pod maturity 17-13	GO:0010154
Pod maturity 17-13	PO:0001040
Pod maturity 17-13	PO:0009010
Pod maturity 17-13	TO:0002661
Pod maturity 17-2	GO:0010154
Pod maturity 17-2	PO:0001040
Pod maturity 17-2	PO:0009010
Pod maturity 17-2	TO:0002661
Pod maturity 17-3	GO:0010154
Pod maturity 17-3	PO:0001040
Pod maturity 17-3	PO:0009010
Pod maturity 17-3	TO:0002661
Pod maturity 17-4	GO:0010154
Pod maturity 17-4	PO:0001040
Pod maturity 17-4	PO:0009010
Pod maturity 17-4	TO:0002661
Pod maturity 17-5	GO:0010154
Pod maturity 17-5	PO:0001040
Pod maturity 17-5	PO:0009010
Pod maturity 17-5	TO:0002661
Pod maturity 17-6	GO:0010154
Pod maturity 17-6	PO:0001040
Pod maturity 17-6	PO:0009010
Pod maturity 17-6	TO:0002661
Pod maturity 17-7	GO:0010154
Pod maturity 17-7	PO:0001040
Pod maturity 17-7	PO:0009010
Pod maturity 17-7	TO:0002661
Pod maturity 17-8	GO:0010154
Pod maturity 17-8	PO:0001040
Pod maturity 17-8	PO:0009010
Pod maturity 17-8	TO:0002661
Pod maturity 17-9	GO:0010154
Pod maturity 17-9	PO:0001040
Pod maturity 17-9	PO:0009010
Pod maturity 17-9	TO:0002661
Pod maturity 18-1	GO:0010154
Pod maturity 18-1	PO:0001040
Pod maturity 18-1	PO:0009010
Pod maturity 18-1	TO:0002661
Pod maturity 18-10	GO:0010154
Pod maturity 18-10	PO:0001040
Pod maturity 18-10	PO:0009010
Pod maturity 18-10	TO:0002661
Pod maturity 18-11	GO:0010154
Pod maturity 18-11	PO:0001040
Pod maturity 18-11	PO:0009010
Pod maturity 18-11	TO:0002661
Pod maturity 18-2	GO:0010154
Pod maturity 18-2	PO:0001040
Pod maturity 18-2	PO:0009010
Pod maturity 18-2	TO:0002661
Pod maturity 18-3	GO:0010154
Pod maturity 18-3	PO:0001040
Pod maturity 18-3	PO:0009010
Pod maturity 18-3	TO:0002661
Pod maturity 18-4	GO:0010154
Pod maturity 18-4	PO:0001040
Pod maturity 18-4	PO:0009010
Pod maturity 18-4	TO:0002661
Pod maturity 18-5	GO:0010154
Pod maturity 18-5	PO:0001040
Pod maturity 18-5	PO:0009010
Pod maturity 18-5	TO:0002661
Pod maturity 18-6	GO:0010154
Pod maturity 18-6	PO:0001040
Pod maturity 18-6	PO:0009010
Pod maturity 18-6	TO:0002661
Pod maturity 18-7	GO:0010154
Pod maturity 18-7	PO:0001040
Pod maturity 18-7	PO:0009010
Pod maturity 18-7	TO:0002661
Pod maturity 18-8	GO:0010154
Pod maturity 18-8	PO:0001040
Pod maturity 18-8	PO:0009010
Pod maturity 18-8	TO:0002661
Pod maturity 18-9	GO:0010154
Pod maturity 18-9	PO:0001040
Pod maturity 18-9	PO:0009010
Pod maturity 18-9	TO:0002661
Pod maturity 19-1	GO:0010154
Pod maturity 19-1	PO:0001040
Pod maturity 19-1	PO:0009010
Pod maturity 19-1	TO:0002661
Pod maturity 19-2	GO:0010154
Pod maturity 19-2	PO:0001040
Pod maturity 19-2	PO:0009010
Pod maturity 19-2	TO:0002661
Pod maturity 19-3	GO:0010154
Pod maturity 19-3	PO:0001040
Pod maturity 19-3	PO:0009010
Pod maturity 19-3	TO:0002661
Pod maturity 19-4	GO:0010154
Pod maturity 19-4	PO:0001040
Pod maturity 19-4	PO:0009010
Pod maturity 19-4	TO:0002661
Pod maturity 19-5	GO:0010154
Pod maturity 19-5	PO:0001040
Pod maturity 19-5	PO:0009010
Pod maturity 19-5	TO:0002661
Pod maturity 19-6	GO:0010154
Pod maturity 19-6	PO:0001040
Pod maturity 19-6	PO:0009010
Pod maturity 19-6	TO:0002661
Pod maturity 19-7	GO:0010154
Pod maturity 19-7	PO:0001040
Pod maturity 19-7	PO:0009010
Pod maturity 19-7	TO:0002661
Pod maturity 19-8	GO:0010154
Pod maturity 19-8	PO:0001040
Pod maturity 19-8	PO:0009010
Pod maturity 19-8	TO:0002661
Pod maturity 2-1	GO:0010154
Pod maturity 2-1	PO:0001040
Pod maturity 2-1	PO:0009010
Pod maturity 2-1	TO:0002661
Pod maturity 20-1	GO:0010154
Pod maturity 20-1	PO:0001040
Pod maturity 20-1	PO:0009010
Pod maturity 20-1	TO:0002661
Pod maturity 20-2	GO:0010154
Pod maturity 20-2	PO:0001040
Pod maturity 20-2	PO:0009010
Pod maturity 20-2	TO:0002661
Pod maturity 21-1	GO:0010154
Pod maturity 21-1	PO:0001040
Pod maturity 21-1	PO:0009010
Pod maturity 21-1	TO:0002661
Pod maturity 21-2	GO:0010154
Pod maturity 21-2	PO:0001040
Pod maturity 21-2	PO:0009010
Pod maturity 21-2	TO:0002661
Pod maturity 21-3	GO:0010154
Pod maturity 21-3	PO:0001040
Pod maturity 21-3	PO:0009010
Pod maturity 21-3	TO:0002661
Pod maturity 21-4	GO:0010154
Pod maturity 21-4	PO:0001040
Pod maturity 21-4	PO:0009010
Pod maturity 21-4	TO:0002661
Pod maturity 22-1	GO:0010154
Pod maturity 22-1	PO:0001040
Pod maturity 22-1	PO:0009010
Pod maturity 22-1	TO:0002661
Pod maturity 22-10	GO:0010154
Pod maturity 22-10	PO:0001040
Pod maturity 22-10	PO:0009010
Pod maturity 22-10	TO:0002661
Pod maturity 22-2	GO:0010154
Pod maturity 22-2	PO:0001040
Pod maturity 22-2	PO:0009010
Pod maturity 22-2	TO:0002661
Pod maturity 22-3	GO:0010154
Pod maturity 22-3	PO:0001040
Pod maturity 22-3	PO:0009010
Pod maturity 22-3	TO:0002661
Pod maturity 22-4	GO:0010154
Pod maturity 22-4	PO:0001040
Pod maturity 22-4	PO:0009010
Pod maturity 22-4	TO:0002661
Pod maturity 22-5	GO:0010154
Pod maturity 22-5	PO:0001040
Pod maturity 22-5	PO:0009010
Pod maturity 22-5	TO:0002661
Pod maturity 22-6	GO:0010154
Pod maturity 22-6	PO:0001040
Pod maturity 22-6	PO:0009010
Pod maturity 22-6	TO:0002661
Pod maturity 22-7	GO:0010154
Pod maturity 22-7	PO:0001040
Pod maturity 22-7	PO:0009010
Pod maturity 22-7	TO:0002661
Pod maturity 22-8	GO:0010154
Pod maturity 22-8	PO:0001040
Pod maturity 22-8	PO:0009010
Pod maturity 22-8	TO:0002661
Pod maturity 22-9	GO:0010154
Pod maturity 22-9	PO:0001040
Pod maturity 22-9	PO:0009010
Pod maturity 22-9	TO:0002661
Pod maturity 23-1	GO:0010154
Pod maturity 23-1	PO:0001040
Pod maturity 23-1	PO:0009010
Pod maturity 23-1	TO:0002661
Pod maturity 24-1	GO:0010154
Pod maturity 24-1	PO:0001040
Pod maturity 24-1	PO:0009010
Pod maturity 24-1	TO:0002661
Pod maturity 24-10	GO:0010154
Pod maturity 24-10	PO:0001040
Pod maturity 24-10	PO:0009010
Pod maturity 24-10	TO:0002661
Pod maturity 24-11	GO:0010154
Pod maturity 24-11	PO:0001040
Pod maturity 24-11	PO:0009010
Pod maturity 24-11	TO:0002661
Pod maturity 24-2	GO:0010154
Pod maturity 24-2	PO:0001040
Pod maturity 24-2	PO:0009010
Pod maturity 24-2	TO:0002661
Pod maturity 24-3	GO:0010154
Pod maturity 24-3	PO:0001040
Pod maturity 24-3	PO:0009010
Pod maturity 24-3	TO:0002661
Pod maturity 24-4	GO:0010154
Pod maturity 24-4	PO:0001040
Pod maturity 24-4	PO:0009010
Pod maturity 24-4	TO:0002661
Pod maturity 24-5	GO:0010154
Pod maturity 24-5	PO:0001040
Pod maturity 24-5	PO:0009010
Pod maturity 24-5	TO:0002661
Pod maturity 24-6	GO:0010154
Pod maturity 24-6	PO:0001040
Pod maturity 24-6	PO:0009010
Pod maturity 24-6	TO:0002661
Pod maturity 24-7	GO:0010154
Pod maturity 24-7	PO:0001040
Pod maturity 24-7	PO:0009010
Pod maturity 24-7	TO:0002661
Pod maturity 24-8	GO:0010154
Pod maturity 24-8	PO:0001040
Pod maturity 24-8	PO:0009010
Pod maturity 24-8	TO:0002661
Pod maturity 24-9	GO:0010154
Pod maturity 24-9	PO:0001040
Pod maturity 24-9	PO:0009010
Pod maturity 24-9	TO:0002661
Pod maturity 25-1	GO:0010154
Pod maturity 25-1	PO:0001040
Pod maturity 25-1	PO:0009010
Pod maturity 25-1	TO:0002661
Pod maturity 25-2	GO:0010154
Pod maturity 25-2	PO:0001040
Pod maturity 25-2	PO:0009010
Pod maturity 25-2	TO:0002661
Pod maturity 26-1	GO:0010154
Pod maturity 26-1	PO:0001040
Pod maturity 26-1	PO:0009010
Pod maturity 26-1	TO:0002661
Pod maturity 26-2	GO:0010154
Pod maturity 26-2	PO:0001040
Pod maturity 26-2	PO:0009010
Pod maturity 26-2	TO:0002661
Pod maturity 26-3	GO:0010154
Pod maturity 26-3	PO:0001040
Pod maturity 26-3	PO:0009010
Pod maturity 26-3	TO:0002661
Pod maturity 27-1	GO:0010154
Pod maturity 27-1	PO:0001040
Pod maturity 27-1	PO:0009010
Pod maturity 27-1	TO:0002661
Pod maturity 27-2	GO:0010154
Pod maturity 27-2	PO:0001040
Pod maturity 27-2	PO:0009010
Pod maturity 27-2	TO:0002661
Pod maturity 27-3	GO:0010154
Pod maturity 27-3	PO:0001040
Pod maturity 27-3	PO:0009010
Pod maturity 27-3	TO:0002661
Pod maturity 27-4	GO:0010154
Pod maturity 27-4	PO:0001040
Pod maturity 27-4	PO:0009010
Pod maturity 27-4	TO:0002661
Pod maturity 27-5	GO:0010154
Pod maturity 27-5	PO:0001040
Pod maturity 27-5	PO:0009010
Pod maturity 27-5	TO:0002661
Pod maturity 27-6	GO:0010154
Pod maturity 27-6	PO:0001040
Pod maturity 27-6	PO:0009010
Pod maturity 27-6	TO:0002661
Pod maturity 27-7	GO:0010154
Pod maturity 27-7	PO:0001040
Pod maturity 27-7	PO:0009010
Pod maturity 27-7	TO:0002661
Pod maturity 27-8	GO:0010154
Pod maturity 27-8	PO:0001040
Pod maturity 27-8	PO:0009010
Pod maturity 27-8	TO:0002661
Pod maturity 28-1	GO:0010154
Pod maturity 28-1	PO:0001040
Pod maturity 28-1	PO:0009010
Pod maturity 28-1	TO:0002661
Pod maturity 28-2	GO:0010154
Pod maturity 28-2	PO:0001040
Pod maturity 28-2	PO:0009010
Pod maturity 28-2	TO:0002661
Pod maturity 28-3	GO:0010154
Pod maturity 28-3	PO:0001040
Pod maturity 28-3	PO:0009010
Pod maturity 28-3	TO:0002661
Pod maturity 28-4	GO:0010154
Pod maturity 28-4	PO:0001040
Pod maturity 28-4	PO:0009010
Pod maturity 28-4	TO:0002661
Pod maturity 28-5	GO:0010154
Pod maturity 28-5	PO:0001040
Pod maturity 28-5	PO:0009010
Pod maturity 28-5	TO:0002661
Pod maturity 28-6	GO:0010154
Pod maturity 28-6	PO:0001040
Pod maturity 28-6	PO:0009010
Pod maturity 28-6	TO:0002661
Pod maturity 29-1	GO:0010154
Pod maturity 29-1	PO:0001040
Pod maturity 29-1	PO:0009010
Pod maturity 29-1	TO:0002661
Pod maturity 29-2	GO:0010154
Pod maturity 29-2	PO:0001040
Pod maturity 29-2	PO:0009010
Pod maturity 29-2	TO:0002661
Pod maturity 29-3	GO:0010154
Pod maturity 29-3	PO:0001040
Pod maturity 29-3	PO:0009010
Pod maturity 29-3	TO:0002661
Pod maturity 29-4	GO:0010154
Pod maturity 29-4	PO:0001040
Pod maturity 29-4	PO:0009010
Pod maturity 29-4	TO:0002661
Pod maturity 29-5	GO:0010154
Pod maturity 29-5	PO:0001040
Pod maturity 29-5	PO:0009010
Pod maturity 29-5	TO:0002661
Pod maturity 29-6	GO:0010154
Pod maturity 29-6	PO:0001040
Pod maturity 29-6	PO:0009010
Pod maturity 29-6	TO:0002661
Pod maturity 29-7	GO:0010154
Pod maturity 29-7	PO:0001040
Pod maturity 29-7	PO:0009010
Pod maturity 29-7	TO:0002661
Pod maturity 29-8	GO:0010154
Pod maturity 29-8	PO:0001040
Pod maturity 29-8	PO:0009010
Pod maturity 29-8	TO:0002661
Pod maturity 3-1	GO:0010154
Pod maturity 3-1	PO:0001040
Pod maturity 3-1	PO:0009010
Pod maturity 3-1	TO:0002661
Pod maturity 3-2	GO:0010154
Pod maturity 3-2	PO:0001040
Pod maturity 3-2	PO:0009010
Pod maturity 3-2	TO:0002661
Pod maturity 3-3	GO:0010154
Pod maturity 3-3	PO:0001040
Pod maturity 3-3	PO:0009010
Pod maturity 3-3	TO:0002661
Pod maturity 30-1	GO:0010154
Pod maturity 30-1	PO:0001040
Pod maturity 30-1	PO:0009010
Pod maturity 30-1	TO:0002661
Pod maturity 31-1	GO:0010154
Pod maturity 31-1	PO:0001040
Pod maturity 31-1	PO:0009010
Pod maturity 31-1	TO:0002661
Pod maturity 31-2	GO:0010154
Pod maturity 31-2	PO:0001040
Pod maturity 31-2	PO:0009010
Pod maturity 31-2	TO:0002661
Pod maturity 31-3	GO:0010154
Pod maturity 31-3	PO:0001040
Pod maturity 31-3	PO:0009010
Pod maturity 31-3	TO:0002661
Pod maturity 31-4	GO:0010154
Pod maturity 31-4	PO:0001040
Pod maturity 31-4	PO:0009010
Pod maturity 31-4	TO:0002661
Pod maturity 32-1	GO:0010154
Pod maturity 32-1	PO:0001040
Pod maturity 32-1	PO:0009010
Pod maturity 32-1	TO:0002661
Pod maturity 32-2	GO:0010154
Pod maturity 32-2	PO:0001040
Pod maturity 32-2	PO:0009010
Pod maturity 32-2	TO:0002661
Pod maturity 32-3	GO:0010154
Pod maturity 32-3	PO:0001040
Pod maturity 32-3	PO:0009010
Pod maturity 32-3	TO:0002661
Pod maturity 33-1	GO:0010154
Pod maturity 33-1	PO:0001040
Pod maturity 33-1	PO:0009010
Pod maturity 33-1	TO:0002661
Pod maturity 33-2	GO:0010154
Pod maturity 33-2	PO:0001040
Pod maturity 33-2	PO:0009010
Pod maturity 33-2	TO:0002661
Pod maturity 33-3	GO:0010154
Pod maturity 33-3	PO:0001040
Pod maturity 33-3	PO:0009010
Pod maturity 33-3	TO:0002661
Pod maturity 34-1	GO:0010154
Pod maturity 34-1	PO:0001040
Pod maturity 34-1	PO:0009010
Pod maturity 34-1	TO:0002661
Pod maturity 34-2	GO:0010154
Pod maturity 34-2	PO:0001040
Pod maturity 34-2	PO:0009010
Pod maturity 34-2	TO:0002661
Pod maturity 34-3	GO:0010154
Pod maturity 34-3	PO:0001040
Pod maturity 34-3	PO:0009010
Pod maturity 34-3	TO:0002661
Pod maturity 34-4	GO:0010154
Pod maturity 34-4	PO:0001040
Pod maturity 34-4	PO:0009010
Pod maturity 34-4	TO:0002661
Pod maturity 34-5	GO:0010154
Pod maturity 34-5	PO:0001040
Pod maturity 34-5	PO:0009010
Pod maturity 34-5	TO:0002661
Pod maturity 34-6	GO:0010154
Pod maturity 34-6	PO:0001040
Pod maturity 34-6	PO:0009010
Pod maturity 34-6	TO:0002661
Pod maturity 34-7	GO:0010154
Pod maturity 34-7	PO:0001040
Pod maturity 34-7	PO:0009010
Pod maturity 34-7	TO:0002661
Pod maturity 35-1	GO:0010154
Pod maturity 35-1	PO:0001040
Pod maturity 35-1	PO:0009010
Pod maturity 35-1	TO:0002661
Pod maturity 35-2	GO:0010154
Pod maturity 35-2	PO:0001040
Pod maturity 35-2	PO:0009010
Pod maturity 35-2	TO:0002661
Pod maturity 35-3	GO:0010154
Pod maturity 35-3	PO:0001040
Pod maturity 35-3	PO:0009010
Pod maturity 35-3	TO:0002661
Pod maturity 36-1	GO:0010154
Pod maturity 36-1	PO:0001040
Pod maturity 36-1	PO:0009010
Pod maturity 36-1	TO:0002661
Pod maturity 37-1	GO:0010154
Pod maturity 37-1	PO:0001040
Pod maturity 37-1	PO:0009010
Pod maturity 37-1	TO:0002661
Pod maturity 37-2	GO:0010154
Pod maturity 37-2	PO:0001040
Pod maturity 37-2	PO:0009010
Pod maturity 37-2	TO:0002661
Pod maturity 37-3	GO:0010154
Pod maturity 37-3	PO:0001040
Pod maturity 37-3	PO:0009010
Pod maturity 37-3	TO:0002661
Pod maturity 37-4	GO:0010154
Pod maturity 37-4	PO:0001040
Pod maturity 37-4	PO:0009010
Pod maturity 37-4	TO:0002661
Pod maturity 4-1	GO:0010154
Pod maturity 4-1	PO:0001040
Pod maturity 4-1	PO:0009010
Pod maturity 4-1	TO:0002661
Pod maturity 4-2	GO:0010154
Pod maturity 4-2	PO:0001040
Pod maturity 4-2	PO:0009010
Pod maturity 4-2	TO:0002661
Pod maturity 4-3	GO:0010154
Pod maturity 4-3	PO:0001040
Pod maturity 4-3	PO:0009010
Pod maturity 4-3	TO:0002661
Pod maturity 5-1	GO:0010154
Pod maturity 5-1	PO:0001040
Pod maturity 5-1	PO:0009010
Pod maturity 5-1	TO:0002661
Pod maturity 5-2	GO:0010154
Pod maturity 5-2	PO:0001040
Pod maturity 5-2	PO:0009010
Pod maturity 5-2	TO:0002661
Pod maturity 5-3	GO:0010154
Pod maturity 5-3	PO:0001040
Pod maturity 5-3	PO:0009010
Pod maturity 5-3	TO:0002661
Pod maturity 5-4	GO:0010154
Pod maturity 5-4	PO:0001040
Pod maturity 5-4	PO:0009010
Pod maturity 5-4	TO:0002661
Pod maturity 6-1	GO:0010154
Pod maturity 6-1	PO:0001040
Pod maturity 6-1	PO:0009010
Pod maturity 6-1	TO:0002661
Pod maturity 6-2	GO:0010154
Pod maturity 6-2	PO:0001040
Pod maturity 6-2	PO:0009010
Pod maturity 6-2	TO:0002661
Pod maturity 6-3	GO:0010154
Pod maturity 6-3	PO:0001040
Pod maturity 6-3	PO:0009010
Pod maturity 6-3	TO:0002661
Pod maturity 6-4	GO:0010154
Pod maturity 6-4	PO:0001040
Pod maturity 6-4	PO:0009010
Pod maturity 6-4	TO:0002661
Pod maturity 6-5	GO:0010154
Pod maturity 6-5	PO:0001040
Pod maturity 6-5	PO:0009010
Pod maturity 6-5	TO:0002661
Pod maturity 6-6	GO:0010154
Pod maturity 6-6	PO:0001040
Pod maturity 6-6	PO:0009010
Pod maturity 6-6	TO:0002661
Pod maturity 6-7	GO:0010154
Pod maturity 6-7	PO:0001040
Pod maturity 6-7	PO:0009010
Pod maturity 6-7	TO:0002661
Pod maturity 6-8	GO:0010154
Pod maturity 6-8	PO:0001040
Pod maturity 6-8	PO:0009010
Pod maturity 6-8	TO:0002661
Pod maturity 7-1	GO:0010154
Pod maturity 7-1	PO:0001040
Pod maturity 7-1	PO:0009010
Pod maturity 7-1	TO:0002661
Pod maturity 7-2	GO:0010154
Pod maturity 7-2	PO:0001040
Pod maturity 7-2	PO:0009010
Pod maturity 7-2	TO:0002661
Pod maturity 8-1	GO:0010154
Pod maturity 8-1	PO:0001040
Pod maturity 8-1	PO:0009010
Pod maturity 8-1	TO:0002661
Pod maturity 8-2	GO:0010154
Pod maturity 8-2	PO:0001040
Pod maturity 8-2	PO:0009010
Pod maturity 8-2	TO:0002661
Pod maturity 8-3	GO:0010154
Pod maturity 8-3	PO:0001040
Pod maturity 8-3	PO:0009010
Pod maturity 8-3	TO:0002661
Pod maturity 8-4	GO:0010154
Pod maturity 8-4	PO:0001040
Pod maturity 8-4	PO:0009010
Pod maturity 8-4	TO:0002661
Pod maturity 8-5	GO:0010154
Pod maturity 8-5	PO:0001040
Pod maturity 8-5	PO:0009010
Pod maturity 8-5	TO:0002661
Pod maturity 9-1	GO:0010154
Pod maturity 9-1	PO:0001040
Pod maturity 9-1	PO:0009010
Pod maturity 9-1	TO:0002661
Pod maturity 9-2	GO:0010154
Pod maturity 9-2	PO:0001040
Pod maturity 9-2	PO:0009010
Pod maturity 9-2	TO:0002661
Pod maturity 9-3	GO:0010154
Pod maturity 9-3	PO:0001040
Pod maturity 9-3	PO:0009010
Pod maturity 9-3	TO:0002661
Pod maturity, beginning 1-1	GO:0010154
Pod maturity, beginning 1-1	PO:0007632
Pod maturity, beginning 1-1	PO:0009010
Pod maturity, beginning 1-1	TO:0000653
Pod maturity, beginning 1-2	GO:0010154
Pod maturity, beginning 1-2	PO:0007632
Pod maturity, beginning 1-2	PO:0009010
Pod maturity, beginning 1-2	TO:0000653
Pod maturity, beginning 1-3	GO:0010154
Pod maturity, beginning 1-3	PO:0007632
Pod maturity, beginning 1-3	PO:0009010
Pod maturity, beginning 1-3	TO:0000653
Pod maturity, beginning 2-1	GO:0010154
Pod maturity, beginning 2-1	PO:0007632
Pod maturity, beginning 2-1	PO:0009010
Pod maturity, beginning 2-1	TO:0000653
Pod maturity, beginning 2-2	GO:0010154
Pod maturity, beginning 2-2	PO:0007632
Pod maturity, beginning 2-2	PO:0009010
Pod maturity, beginning 2-2	TO:0000653
Pod number 1-1	TO:0000894
Pod number 1-10	TO:0000894
Pod number 1-2	TO:0000894
Pod number 1-3	TO:0000894
Pod number 1-4	TO:0000894
Pod number 1-5	TO:0000894
Pod number 1-6	TO:0000894
